# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 150 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4199547000e+03    2.9391323000e-03
2.4206077000e+03    5.4886230000e-04
2.4210118000e+03    1.0094118000e-03
2.4211412000e+03    6.1226200000e-05
2.4212750000e+03    4.5309290000e-04
2.4219265000e+03    2.2060768000e-03
2.4229448000e+03    6.0703600000e-05
2.4234133000e+03    3.9689300000e-05
2.4234521000e+03    5.7698300000e-05
2.4235860000e+03    1.9176420000e-04
2.4238198000e+03    3.6537600000e-05
2.4241519000e+03    1.9244440000e-04
2.4242153000e+03    9.3512900000e-05
2.4243426000e+03    3.4335300000e-05
2.4246586000e+03    4.9202000000e-05
2.4247369000e+03    1.7286700000e-04
2.4248500000e+03    1.7038810000e-04
2.4249662000e+03    1.7018700000e-04
2.4250571000e+03    2.0341490000e-04
2.4251209000e+03    1.0640150000e-04
2.4252767000e+03    1.4504260000e-04
2.4253154000e+03    4.3684000000e-05
2.4254797000e+03    1.7933870000e-04
2.4254846000e+03    1.0963780000e-04
2.4256325000e+03    5.7726300000e-05
2.4260182000e+03    9.0383600000e-05
2.4261222000e+03    1.3694120000e-04
2.4263582000e+03    4.4329540000e-04
2.4265082000e+03    3.2435200000e-04
2.4267018000e+03    8.6957800000e-05
2.4272154000e+03    2.8533950000e-04
2.4272327000e+03    3.8191200000e-04
2.4273920000e+03    1.4343809000e-03
2.4274927000e+03    1.5692123000e-03
2.4275620000e+03    2.1855940000e-04
2.4278270000e+03    7.4173840000e-04
2.4280959000e+03    2.1469150000e-04
2.4282274000e+03    8.0864000000e-04
2.4286392000e+03    2.6402180000e-04
2.4287326000e+03    2.0508070000e-04
2.4291120000e+03    1.6154500000e-04
2.4291759000e+03    2.1286340000e-04
2.4293150000e+03    1.6438510000e-04
2.4294809000e+03    1.3423460000e-04
2.4297224000e+03    2.9200810000e-04
2.4297775000e+03    4.4749680000e-04
2.4299521000e+03    5.2776890000e-04
2.4299968000e+03    8.4415830000e-04
2.4300002000e+03    3.7705630000e-04
2.4305810000e+03    3.2540100000e-04
2.4306746000e+03    7.7646800000e-04
2.4309210000e+03    2.1844770000e-04
2.4311574000e+03    2.2089110000e-04
2.4313175000e+03    2.7263800000e-05
2.4315979000e+03    6.4319200000e-05
2.4317980000e+03    8.4011700000e-05
2.4321154000e+03    6.6268200000e-05
2.4323119000e+03    6.2765200000e-05
2.4324320000e+03    1.0475200000e-05
2.4325436000e+03    2.6172200000e-05
2.4327026000e+03    3.7643300000e-05
2.4327899000e+03    7.3024500000e-05
2.4329705000e+03    1.1103970000e-04
2.4330418000e+03    1.0008500000e-05
2.4331656000e+03    6.5281200000e-05
2.4332243000e+03    5.6309000000e-05
2.4334873000e+03    6.0892100000e-05
2.4336114000e+03    2.7931000000e-05
2.4337279000e+03    5.4035800000e-05
2.4339085000e+03    6.4317300000e-05
2.4343005000e+03    4.0676000000e-06
2.4344817000e+03    2.0020700000e-05
2.4346741000e+03    9.6833800000e-05
2.4348266000e+03    3.0277500000e-05
2.4349191000e+03    5.7235700000e-05
2.4351653000e+03    7.2407400000e-05
2.4352581000e+03    1.9542700000e-05
2.4354644000e+03    2.7087700000e-05
2.4357231000e+03    7.3054000000e-05
2.4358717000e+03    1.2772090000e-04
2.4361873000e+03    8.1997500000e-05
2.4364002000e+03    1.6125520000e-04
2.4366198000e+03    8.9332400000e-05
2.4366927000e+03    1.6862540000e-04
2.4367526000e+03    8.5109200000e-05
2.4369210000e+03    4.9662100000e-05
2.4371180000e+03    8.0588100000e-05
2.4371626000e+03    7.2329000000e-06
2.4373573000e+03    4.5743400000e-05
2.4374564000e+03    2.4334000000e-05
2.4375803000e+03    1.0044190000e-04
2.4378696000e+03    4.2737400000e-05
2.4379225000e+03    2.5059600000e-05
2.4380569000e+03    4.6053000000e-05
2.4380943000e+03    3.1117000000e-06
2.4382761000e+03    1.5287900000e-05
2.4384520000e+03    4.9318130000e-04
2.4385892000e+03    9.0918500000e-05
2.4387000000e+03    9.2870700000e-05
2.4388111000e+03    4.1500200000e-05
2.4389814000e+03    4.4002480000e-04
2.4390772000e+03    7.7010000000e-06
2.4392515000e+03    4.9695600000e-05
2.4392910000e+03    7.4912400000e-05
2.4395225000e+03    4.8570000000e-06
2.4396397000e+03    4.0660000000e-05
2.4397182000e+03    4.5861100000e-05
2.4398673000e+03    3.5211700000e-05
2.4400397000e+03    3.4041700000e-05
2.4402051000e+03    1.1610000000e-06
2.4405434000e+03    9.3937200000e-05
2.4405709000e+03    1.1652970000e-04
2.4407017000e+03    4.6295800000e-05
2.4408367000e+03    8.0814600000e-05
2.4410835000e+03    1.1809700000e-05
2.4414815000e+03    5.5243600000e-05
2.4417138000e+03    1.0170230000e-04
2.4417705000e+03    4.7923400000e-05
2.4421191000e+03    3.4413730000e-04
2.4422302000e+03    1.8063740000e-04
2.4424172000e+03    2.0613460000e-04
2.4429026000e+03    6.8141600000e-05
2.4430951000e+03    1.7139700000e-05
2.4433251000e+03    9.8090000000e-05
2.4436309000e+03    4.9459200000e-05
2.4437126000e+03    6.8546900000e-05
2.4440235000e+03    2.3101190000e-04
2.4441673000e+03    1.1936800000e-05
2.4442947000e+03    1.1308180000e-04
2.4445199000e+03    1.8195600000e-04
2.4447350000e+03    2.0829260000e-04
2.4449148000e+03    7.9593900000e-05
2.4452707000e+03    3.1975590000e-04
2.4454694000e+03    1.7209320000e-04
2.4462386000e+03    4.3255490000e-04
2.4464363000e+03    8.0381200000e-05
2.4466114000e+03    3.6952500000e-04
2.4472230000e+03    1.6808390000e-04
2.4477127000e+03    2.9539900000e-04
2.4482633000e+03    3.1117910000e-04
2.4483787000e+03    4.5034900000e-05
2.4487697000e+03    6.7636500000e-05
2.4489518000e+03    2.0237280000e-04
2.4490514000e+03    1.4869120000e-04
2.4492382000e+03    1.8176540000e-04
2.4493948000e+03    3.2704200000e-05
2.4497723000e+03    6.6032400000e-05
2.4499519000e+03    2.7106800000e-05
2.4499902000e+03    2.8714050000e-04
2.4502819000e+03    8.9366460000e-04
