# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 50 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4181269000e+03    1.7915519000e-03
2.4190547000e+03    1.5382500000e-05
2.4191253000e+03    1.2707140000e-04
2.4196226000e+03    2.4707000000e-06
2.4198114000e+03    4.1077540000e-04
2.4198723000e+03    1.8689314000e-03
2.4199872000e+03    3.1480760000e-04
2.4208214000e+03    4.0167140000e-04
2.4209286000e+03    8.8759500000e-05
2.4210169000e+03    1.0107700000e-05
2.4213686000e+03    1.1710200000e-05
2.4215397000e+03    5.9967200000e-05
2.4216227000e+03    2.3669900000e-05
2.4216298000e+03    1.1153900000e-05
2.4217525000e+03    5.9659000000e-06
2.4218040000e+03    8.5727100000e-05
2.4220782000e+03    2.7962300000e-04
2.4222289000e+03    4.9409700000e-05
2.4222922000e+03    1.2417610000e-04
2.4223919000e+03    1.5009210000e-04
2.4225768000e+03    6.9693400000e-05
2.4226340000e+03    9.4408600000e-05
2.4226618000e+03    1.3274700000e-05
2.4227658000e+03    2.2163040000e-04
2.4228419000e+03    1.9793200000e-04
2.4230394000e+03    2.8547300000e-05
2.4231444000e+03    7.7251500000e-05
2.4232614000e+03    3.3533000000e-06
2.4233252000e+03    8.7144000000e-06
2.4234261000e+03    9.4895000000e-05
2.4235109000e+03    2.9339060000e-04
2.4235200000e+03    2.3913230000e-04
2.4235826000e+03    3.9258500000e-05
2.4236805000e+03    8.9402000000e-06
2.4237833000e+03    2.0369160000e-04
2.4239020000e+03    6.1844000000e-06
2.4239414000e+03    2.0567400000e-05
2.4240631000e+03    3.8347000000e-06
2.4241296000e+03    4.7956800000e-05
2.4242048000e+03    8.5603600000e-05
2.4242243000e+03    7.0619300000e-05
2.4243105000e+03    1.8462600000e-05
2.4245605000e+03    4.7390000000e-07
2.4246425000e+03    5.1450200000e-05
2.4247760000e+03    8.7182000000e-06
2.4249707000e+03    6.0898620000e-04
2.4251885000e+03    3.8675200000e-05
2.4252026000e+03    3.3453700000e-05
2.4254902000e+03    1.1652119000e-03
2.4257780000e+03    4.4975760000e-04
