# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 57 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4876877000e+03    3.2613000000e-06
2.4868696000e+03    5.7303703000e-03
2.4865764000e+03    3.4300000000e-08
2.4861178000e+03    6.3055390000e-04
2.4860258000e+03    3.0674070000e-04
2.4856950000e+03    3.5357000000e-06
2.4852918000e+03    3.8977510000e-04
2.4852472000e+03    3.0626160000e-04
2.4849297000e+03    3.9548000000e-06
2.4844938000e+03    4.4590510000e-04
2.4840896000e+03    6.4238600000e-05
2.4839389000e+03    2.5988288000e-03
2.4838699000e+03    5.4614080000e-04
2.4832581000e+03    1.7790234000e-03
2.4830865000e+03    1.3569810000e-04
2.4828021000e+03    4.3897470000e-04
2.4821931000e+03    5.1159610000e-04
2.4820407000e+03    1.5888900000e-05
2.4819464000e+03    4.1277700000e-04
2.4817881000e+03    5.1654890000e-04
2.4816045000e+03    5.7412500000e-05
2.4812939000e+03    8.9706000000e-06
2.4809579000e+03    4.1046000000e-06
2.4804862000e+03    1.3979190000e-04
2.4801031000e+03    2.3041620000e-04
2.4791691000e+03    6.3658000000e-06
2.4789133000e+03    1.5540460000e-04
2.4780379000e+03    2.4747000000e-06
2.4770459000e+03    9.6319400000e-05
2.4765045000e+03    1.3318510000e-04
2.4760439000e+03    1.4467000000e-06
2.4749005000e+03    2.6835700000e-05
2.4734658000e+03    5.9291500000e-05
2.4723683000e+03    4.7435700000e-05
2.4712677000e+03    9.1275900000e-05
2.4710592000e+03    1.2171350000e-04
2.4672604000e+03    0.0000000000e+00
2.4669106000e+03    3.4112000000e-05
2.4647864000e+03    0.0000000000e+00
2.4642355000e+03    2.7821000000e-06
2.3168770000e+03    8.8944450100e-02
2.3167845000e+03    8.9540160000e-02
2.3167485000e+03    8.9321269700e-02
2.2666701000e+03    7.1200000000e-07
2.2168709000e+03    0.0000000000e+00
2.2167764000e+03    0.0000000000e+00
2.2164563000e+03    0.0000000000e+00
2.2158347000e+03    0.0000000000e+00
2.2154492000e+03    0.0000000000e+00
2.2138743000e+03    0.0000000000e+00
2.2134362000e+03    1.0000000000e-10
2.2124254000e+03    1.0000000000e-10
2.2122530000e+03    0.0000000000e+00
2.1012185000e+03    0.0000000000e+00
1.9734997000e+03    0.0000000000e+00
1.9720334000e+03    0.0000000000e+00
1.9715726000e+03    0.0000000000e+00
