# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'datafmt': 'auto', 'width': 0.1, 'nbin': 20, 'npoints': 2000, 'units': 'ev', 'delim': '    ', 'makespec': False, 'header': True, 'cchar': '#', 'verbose': False}
#
# The input appears to contain TDDFT data.
# Successfully parsed 60 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4894543000e+03    8.7514720000e-04
2.4894046000e+03    1.6893889000e-03
2.4890401000e+03    6.5920000000e-07
2.4890109000e+03    1.2218300000e-05
2.4885951000e+03    6.5653630000e-04
2.4877993000e+03    4.7227700000e-05
2.4866105000e+03    3.0729100000e-05
2.4866051000e+03    8.3913000000e-06
2.4863886000e+03    6.4575000000e-05
2.4862841000e+03    5.1260500000e-05
2.4860053000e+03    3.7801530000e-04
2.4858415000e+03    2.5251610000e-04
2.4856284000e+03    2.4530876000e-03
2.4846843000e+03    4.1512180000e-04
2.4845939000e+03    2.8319000000e-06
2.4845075000e+03    4.3808340000e-04
2.4843428000e+03    1.3817800000e-05
2.4843280000e+03    4.4712050000e-04
2.4841028000e+03    1.0900782000e-03
2.4838332000e+03    1.1403155000e-03
2.4834977000e+03    6.9624270000e-04
2.4830920000e+03    1.3327772000e-03
2.4830679000e+03    2.6753750000e-04
2.4827262000e+03    6.9466580000e-04
2.4823667000e+03    3.8586680000e-04
2.4818017000e+03    6.1670000000e-07
2.4816101000e+03    9.3778000000e-05
2.4797391000e+03    3.8497000000e-05
2.4797040000e+03    5.2104400000e-05
2.4791222000e+03    7.0847000000e-06
2.4791218000e+03    4.3349000000e-06
2.4783874000e+03    6.9017400000e-05
2.4765921000e+03    1.5452160000e-04
2.4755458000e+03    1.7121790000e-04
2.4752434000e+03    7.4370000000e-07
2.4752423000e+03    5.6870000000e-07
2.4740663000e+03    1.0682740000e-04
2.4733992000e+03    2.7636450000e-04
2.4719890000e+03    1.6035300000e-05
2.4719346000e+03    4.9031300000e-05
2.4676574000e+03    4.9622470000e-04
2.3171896000e+03    8.9086575900e-02
2.3171285000e+03    8.9920968600e-02
2.3171114000e+03    8.9392838300e-02
2.2670134000e+03    2.8557000000e-06
2.2179457000e+03    0.0000000000e+00
2.2179451000e+03    0.0000000000e+00
2.2179226000e+03    0.0000000000e+00
2.2179213000e+03    0.0000000000e+00
2.2178713000e+03    0.0000000000e+00
2.2178707000e+03    0.0000000000e+00
2.2177620000e+03    0.0000000000e+00
2.2177614000e+03    0.0000000000e+00
2.2177498000e+03    0.0000000000e+00
2.2177488000e+03    0.0000000000e+00
2.2175265000e+03    0.0000000000e+00
2.2175258000e+03    0.0000000000e+00
2.2160130000e+03    1.0000000000e-10
2.2160125000e+03    1.0000000000e-10
1.9734830000e+03    0.0000000000e+00
