# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 50 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4172078000e+03    2.1762015000e-03
2.4196949000e+03    3.6270820000e-04
2.4202204000e+03    3.1186150000e-04
2.4206843000e+03    2.0088720000e-03
2.4208709000e+03    3.8585930000e-04
2.4211612000e+03    2.6034330000e-04
2.4219394000e+03    2.1421000000e-06
2.4224156000e+03    8.5334000000e-05
2.4227478000e+03    3.1714900000e-05
2.4233229000e+03    7.3365000000e-06
2.4233587000e+03    1.9778500000e-05
2.4238031000e+03    7.2605500000e-05
2.4240506000e+03    2.8300300000e-05
2.4248662000e+03    1.2647730000e-03
2.4251845000e+03    1.3827940000e-04
2.4255848000e+03    6.0174500000e-05
2.4257643000e+03    1.8411582000e-03
2.4260361000e+03    2.4423790000e-04
2.4262157000e+03    4.1326623000e-03
2.4265094000e+03    2.1189704000e-03
2.4268938000e+03    9.1241600000e-05
2.4272037000e+03    2.2180481000e-03
2.4274480000e+03    5.9212470000e-04
2.4276864000e+03    3.9087020000e-04
2.4287814000e+03    5.5362520000e-04
2.4288975000e+03    4.2523690000e-04
2.4294217000e+03    2.3164990000e-04
2.4299255000e+03    4.2923600000e-05
2.4299973000e+03    1.4356000000e-05
2.4303584000e+03    1.9385330000e-04
2.4305702000e+03    7.8989700000e-05
2.4309668000e+03    4.9191400000e-05
2.4315212000e+03    1.1820770000e-04
2.4317289000e+03    1.0276400000e-04
2.4319675000e+03    2.4504820000e-04
2.4327347000e+03    3.8546000000e-06
2.4329609000e+03    1.0183260000e-04
2.4333044000e+03    1.0913580000e-04
2.4338125000e+03    3.5882800000e-05
2.4342070000e+03    2.1782680000e-04
2.4347336000e+03    5.9840700000e-05
2.4349755000e+03    2.3333900000e-05
2.4351677000e+03    7.4537200000e-05
2.4356355000e+03    2.3920100000e-05
2.4359554000e+03    6.1260300000e-05
2.4363010000e+03    1.9081000000e-05
2.4364818000e+03    9.0124000000e-06
2.4368306000e+03    7.5047300000e-05
2.4372782000e+03    5.1047690000e-04
2.4378456000e+03    1.5303960000e-04
