# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 50 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4234636000e+03    6.6084230000e-04
2.4250535000e+03    3.3611128000e-03
2.4256054000e+03    4.8654640000e-03
2.4265408000e+03    1.3455621000e-03
2.4270036000e+03    5.6251900000e-05
2.4273948000e+03    1.0701213000e-03
2.4280479000e+03    4.3323190000e-04
2.4283527000e+03    3.1184928000e-03
2.4288864000e+03    1.7285340000e-04
2.4289373000e+03    5.3265400000e-05
2.4297217000e+03    6.0791150000e-04
2.4299490000e+03    1.2013629000e-03
2.4306782000e+03    3.9431860000e-04
2.4314009000e+03    8.7421030000e-04
2.4323147000e+03    1.0353453000e-03
2.4326378000e+03    1.0137157000e-03
2.4327523000e+03    9.1129210000e-04
2.4332802000e+03    8.0759240000e-04
2.4337454000e+03    1.5274090000e-04
2.4343571000e+03    3.8115250000e-04
2.4345698000e+03    5.3304850000e-04
2.4353589000e+03    2.7883900000e-05
2.4355248000e+03    7.9558700000e-05
2.4356787000e+03    5.5801700000e-05
2.4360077000e+03    3.3020820000e-04
2.4368213000e+03    1.6997670000e-04
2.4370250000e+03    2.8014220000e-04
2.4380932000e+03    1.7543550000e-04
2.4381025000e+03    6.5084870000e-04
2.4389692000e+03    2.0727620000e-04
2.4393974000e+03    1.2007170000e-04
2.4399731000e+03    6.3413720000e-04
2.4402150000e+03    3.3029784000e-03
2.4405204000e+03    1.2305130000e-04
2.4412767000e+03    2.7792410000e-04
2.4414311000e+03    6.0637170000e-04
2.4416890000e+03    1.5766765000e-03
2.4418562000e+03    8.8163420000e-04
2.4421521000e+03    5.6287460000e-04
2.4422067000e+03    4.8391670000e-04
2.4429857000e+03    1.9449340000e-04
2.4434018000e+03    3.7443530000e-04
2.4436823000e+03    7.7525800000e-05
2.4447495000e+03    6.2095100000e-05
2.4448164000e+03    9.1261000000e-06
2.4456707000e+03    4.2697200000e-05
2.4461333000e+03    9.9374600000e-05
2.4464348000e+03    2.3232350000e-04
2.4469667000e+03    6.0510100000e-05
2.4471889000e+03    2.1334650000e-04
