# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 50 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4223355000e+03    2.0505110000e-04
2.4251414000e+03    2.3921819000e-03
2.4251980000e+03    5.6993610000e-04
2.4256306000e+03    6.5953163000e-03
2.4266429000e+03    1.6787057000e-03
2.4270353000e+03    6.4338410000e-04
2.4280750000e+03    2.2605800000e-04
2.4286111000e+03    2.2709500000e-03
2.4287773000e+03    2.4927960000e-04
2.4290265000e+03    1.0629410000e-04
2.4297281000e+03    5.9580740000e-04
2.4300109000e+03    1.2015538000e-03
2.4304617000e+03    8.4406740000e-04
2.4312534000e+03    7.2615450000e-04
2.4322101000e+03    7.6006450000e-04
2.4325068000e+03    9.1364220000e-04
2.4326100000e+03    1.1037457000e-03
2.4332994000e+03    8.1397260000e-04
2.4334430000e+03    1.0415900000e-05
2.4342355000e+03    4.3071620000e-04
2.4343194000e+03    2.9679200000e-04
2.4345472000e+03    4.7572980000e-04
2.4354814000e+03    8.5973000000e-06
2.4358735000e+03    1.0198550000e-04
2.4359300000e+03    9.2132500000e-05
2.4368694000e+03    2.8699710000e-04
2.4371982000e+03    3.8125570000e-04
2.4377666000e+03    5.7986620000e-04
2.4381870000e+03    4.4425400000e-05
2.4381890000e+03    3.0305990000e-04
2.4393736000e+03    3.6764300000e-05
2.4400008000e+03    1.8839822000e-03
2.4402359000e+03    5.3599830000e-04
2.4405216000e+03    1.2820081000e-03
2.4406997000e+03    6.9987870000e-04
2.4409947000e+03    5.8243560000e-04
2.4413915000e+03    1.1737862000e-03
2.4416606000e+03    4.4398710000e-04
2.4418596000e+03    2.0048467000e-03
2.4419462000e+03    8.0146000000e-06
2.4421109000e+03    4.9824000000e-06
2.4429060000e+03    1.6773370000e-04
2.4431556000e+03    7.2842900000e-05
2.4435650000e+03    1.0768570000e-04
2.4440445000e+03    1.8720800000e-05
2.4448339000e+03    1.0553860000e-04
2.4453389000e+03    3.5328700000e-05
2.4457942000e+03    5.1055400000e-05
2.4459837000e+03    1.4159510000e-04
2.4468935000e+03    1.9110590000e-04
