# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 50 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4182867000e+03    1.4701307500e-02
2.4196441000e+03    7.8712747000e-03
2.4204733000e+03    9.3871315000e-03
2.4208444000e+03    2.2104918000e-03
2.4211264000e+03    1.0010200000e-05
2.4217655000e+03    3.0486330000e-04
2.4222914000e+03    1.5206000000e-06
2.4225850000e+03    3.4100000000e-08
2.4228661000e+03    3.6605848000e-03
2.4231885000e+03    5.2533640000e-04
2.4237486000e+03    1.4642640000e-04
2.4244930000e+03    9.8422288000e-03
2.4245641000e+03    1.1155751000e-03
2.4249635000e+03    2.4121390000e-04
2.4262105000e+03    1.6964400000e-04
2.4265511000e+03    1.6638072900e-02
2.4266286000e+03    2.4046840200e-02
2.4268358000e+03    1.6670395100e-02
2.4273283000e+03    6.5880000000e-07
2.4276635000e+03    5.4558128000e-03
2.4280002000e+03    7.2800000000e-08
2.4281400000e+03    4.8850420000e-04
2.4291828000e+03    1.8761480000e-04
2.4292272000e+03    8.9201490000e-04
2.4300229000e+03    5.5487707000e-03
2.4302640000e+03    1.2449515000e-03
2.4305315000e+03    7.8849130000e-04
2.4322138000e+03    6.3417900000e-05
2.4322994000e+03    6.1669040000e-04
2.4325848000e+03    6.4890000000e-07
2.4333767000e+03    2.9141816000e-03
2.4343358000e+03    2.1665400000e-03
2.4346623000e+03    2.5344667000e-03
2.4346653000e+03    4.4828300000e-05
2.4351619000e+03    1.6310000000e-07
2.4354399000e+03    6.2451180000e-04
2.4363153000e+03    2.9825520000e-04
2.4364833000e+03    1.8354455000e-03
2.4370264000e+03    6.0654090000e-04
2.4376940000e+03    1.2754250000e-04
2.4380797000e+03    8.1400000000e-08
2.4385100000e+03    4.8724480000e-03
2.4386525000e+03    8.8114600000e-05
2.4391907000e+03    2.0052914000e-03
2.4394729000e+03    1.4647010000e-04
2.4405069000e+03    1.2246284000e-02
2.4432298000e+03    1.5351720000e-04
2.4443500000e+03    6.2294860000e-03
2.4458742000e+03    1.3265770000e-04
2.4461772000e+03    2.7560000000e-07
