# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 50 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4197705000e+03    2.2736743000e-03
2.4206952000e+03    3.9941085000e-03
2.4222019000e+03    1.1558610000e-04
2.4232144000e+03    1.7381253000e-03
2.4236040000e+03    5.5676000000e-06
2.4242894000e+03    4.0724100000e-05
2.4246100000e+03    1.6330390000e-04
2.4251509000e+03    2.4614300000e-05
2.4255097000e+03    1.1209860000e-04
2.4267024000e+03    5.1092090000e-04
2.4268733000e+03    4.4996100000e-05
2.4274432000e+03    2.0731540000e-03
2.4276938000e+03    3.2895191000e-03
2.4286553000e+03    2.1920747000e-03
2.4292061000e+03    2.0368219000e-03
2.4298926000e+03    7.8393000000e-06
2.4300895000e+03    1.3380744000e-03
2.4302283000e+03    8.2654760000e-04
2.4304287000e+03    8.8696370000e-04
2.4313349000e+03    5.6486030000e-04
2.4316459000e+03    1.3563900000e-05
2.4322503000e+03    5.0309100000e-05
2.4325898000e+03    2.8888000000e-05
2.4334853000e+03    1.3553130000e-04
2.4340397000e+03    1.2971210000e-04
2.4341073000e+03    1.8354500000e-05
2.4343817000e+03    5.4463600000e-05
2.4357712000e+03    1.8888230000e-04
2.4358039000e+03    5.8128500000e-05
2.4363305000e+03    2.5362910000e-04
2.4372943000e+03    2.5154460000e-04
2.4378743000e+03    4.9299200000e-05
2.4381709000e+03    1.0274000000e-06
2.4386842000e+03    4.6920000000e-06
2.4387850000e+03    4.4490870000e-04
2.4393367000e+03    8.0401300000e-04
2.4396394000e+03    8.8695600000e-05
2.4399899000e+03    2.6633500000e-05
2.4403245000e+03    5.4128630000e-04
2.4409263000e+03    7.3307260000e-04
2.4415766000e+03    7.9545000000e-05
2.4419532000e+03    7.1501440000e-04
2.4423043000e+03    4.4323000000e-06
2.4428862000e+03    1.6003130000e-04
2.4434622000e+03    1.2514890000e-04
2.4445752000e+03    6.0791100000e-05
2.4456112000e+03    1.0050670000e-04
2.4460738000e+03    7.7030240000e-04
2.4471693000e+03    9.1765000000e-06
2.4474294000e+03    7.3143660000e-04
