# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 50 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4196009000e+03    4.2097967000e-03
2.4201844000e+03    2.1906900000e-04
2.4212446000e+03    2.4424633000e-03
2.4222757000e+03    1.0040860000e-04
2.4232172000e+03    5.3003000000e-05
2.4233550000e+03    1.6120680000e-04
2.4238637000e+03    4.1159240000e-04
2.4240761000e+03    4.0800600000e-05
2.4247867000e+03    1.4561600000e-05
2.4250234000e+03    1.0301770000e-04
2.4257546000e+03    7.8965090000e-04
2.4263735000e+03    2.3124446000e-03
2.4266200000e+03    7.4491030000e-04
2.4269721000e+03    1.4748257000e-03
2.4272563000e+03    9.2007040000e-04
2.4279127000e+03    3.5588495000e-03
2.4280952000e+03    1.4806978000e-03
2.4282480000e+03    1.7170583000e-03
2.4296040000e+03    3.0621420000e-04
2.4300455000e+03    3.3743600000e-05
2.4307759000e+03    6.4298900000e-05
2.4312383000e+03    6.9787680000e-04
2.4324281000e+03    4.8239270000e-04
2.4329141000e+03    1.8705610000e-04
2.4331611000e+03    4.9971600000e-05
2.4333861000e+03    1.5812250000e-04
2.4343099000e+03    3.0665500000e-05
2.4352682000e+03    3.6876000000e-06
2.4357630000e+03    2.6566000000e-05
2.4362747000e+03    7.1022600000e-05
2.4365529000e+03    3.2515000000e-05
2.4368311000e+03    9.0154500000e-05
2.4369383000e+03    1.4624780000e-04
2.4371947000e+03    3.2502960000e-04
2.4373746000e+03    9.8400000000e-07
2.4381356000e+03    5.3994300000e-05
2.4381627000e+03    4.2984460000e-04
2.4389109000e+03    1.3259610000e-04
2.4391065000e+03    1.7632160000e-04
2.4399704000e+03    2.0378530000e-04
2.4413655000e+03    7.4008200000e-05
2.4430689000e+03    4.8957330000e-04
2.4442667000e+03    1.0591357000e-03
2.4457320000e+03    1.6883150000e-04
2.4460508000e+03    1.8384050000e-04
2.4468479000e+03    2.2407530000e-04
2.4470073000e+03    2.0274540000e-04
2.4481327000e+03    6.2247900000e-05
2.4488873000e+03    7.8859600000e-05
2.4492053000e+03    2.4370000000e-05
