# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 50 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4198377000e+03    3.8609341000e-03
2.4212595000e+03    3.9678370000e-04
2.4214434000e+03    2.0890473000e-03
2.4227007000e+03    6.5420000000e-06
2.4232790000e+03    1.6844600000e-05
2.4233189000e+03    4.9305310000e-04
2.4241266000e+03    7.6832800000e-05
2.4243648000e+03    6.1861500000e-05
2.4247872000e+03    1.0437300000e-05
2.4250831000e+03    2.1112830000e-04
2.4255891000e+03    1.9096000000e-04
2.4259300000e+03    3.6333500000e-04
2.4262242000e+03    1.0431317000e-03
2.4265242000e+03    2.2623950000e-04
2.4266802000e+03    2.4608200000e-03
2.4272388000e+03    5.9820000000e-06
2.4273751000e+03    4.5959113000e-03
2.4277758000e+03    2.0659668000e-03
2.4283711000e+03    4.2453220000e-04
2.4287402000e+03    9.9857000000e-05
2.4294054000e+03    2.0004530000e-04
2.4294444000e+03    4.1423410000e-04
2.4297555000e+03    2.6338930000e-04
2.4302236000e+03    1.7106420000e-04
2.4306934000e+03    6.0483800000e-05
2.4311271000e+03    3.0182360000e-04
2.4318042000e+03    7.9793270000e-04
2.4322622000e+03    1.3742270000e-04
2.4325086000e+03    2.3084000000e-05
2.4330016000e+03    5.2304220000e-04
2.4331726000e+03    3.7984200000e-05
2.4333765000e+03    1.3841800000e-05
2.4338922000e+03    3.3142130000e-04
2.4343605000e+03    3.6612600000e-05
2.4344457000e+03    1.5328100000e-05
2.4346942000e+03    2.2333200000e-05
2.4347582000e+03    1.1136900000e-05
2.4349232000e+03    1.2136350000e-04
2.4350564000e+03    9.3293000000e-06
2.4358978000e+03    5.1270560000e-04
2.4360101000e+03    4.5160000000e-07
2.4362667000e+03    4.0970000000e-06
2.4363066000e+03    1.6255800000e-05
2.4374994000e+03    9.5460920000e-04
2.4379179000e+03    1.7500600000e-05
2.4380639000e+03    5.5999900000e-05
2.4387199000e+03    6.4600000000e-08
2.4390069000e+03    6.6153900000e-05
2.4393712000e+03    1.4603230000e-04
2.4396805000e+03    1.4046450000e-04
