# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 50 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4197781000e+03    4.0342610000e-03
2.4212285000e+03    2.7862412000e-03
2.4212852000e+03    8.9296000000e-06
2.4213336000e+03    1.1036710000e-04
2.4221339000e+03    9.5090000000e-06
2.4227226000e+03    2.0804110000e-04
2.4227742000e+03    1.0843520000e-04
2.4231301000e+03    6.7370700000e-05
2.4232797000e+03    8.0619300000e-05
2.4233473000e+03    2.7628570000e-04
2.4241093000e+03    9.9900000000e-08
2.4242938000e+03    1.5822890000e-04
2.4245226000e+03    2.9390000000e-07
2.4245462000e+03    1.3467500000e-05
2.4249600000e+03    4.2207930000e-04
2.4260699000e+03    1.6156418000e-03
2.4265222000e+03    9.5668690000e-04
2.4269128000e+03    6.4705710000e-04
2.4271029000e+03    2.5166410000e-03
2.4272969000e+03    2.7066590000e-04
2.4275939000e+03    1.0294000000e-06
2.4277232000e+03    2.7039600000e-04
2.4280810000e+03    1.3093690000e-03
2.4282422000e+03    3.0026800000e-05
2.4283035000e+03    4.0029275000e-03
2.4293144000e+03    4.6149800000e-05
2.4294726000e+03    1.3777000000e-06
2.4301788000e+03    1.0438260000e-04
2.4306297000e+03    5.3057590000e-04
2.4308310000e+03    1.2921000000e-06
2.4311739000e+03    7.2631250000e-04
2.4313961000e+03    2.1329500000e-05
2.4317330000e+03    8.9818000000e-06
2.4319015000e+03    5.9706500000e-04
2.4321003000e+03    2.9174070000e-04
2.4331350000e+03    3.3060000000e-06
2.4337911000e+03    1.8410000000e-07
2.4338819000e+03    1.8268900000e-04
2.4339565000e+03    2.0281020000e-04
2.4344603000e+03    3.0230540000e-04
2.4350943000e+03    2.2936030000e-04
2.4356313000e+03    6.2840500000e-05
2.4356657000e+03    2.9270000000e-07
2.4357242000e+03    5.0087000000e-06
2.4360272000e+03    3.7599000000e-06
2.4362749000e+03    5.7420100000e-05
2.4365826000e+03    4.2204000000e-05
2.4366741000e+03    9.1586840000e-04
2.4372097000e+03    1.5236660000e-04
2.4373233000e+03    1.6079550000e-04
