# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 50 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4207275000e+03    5.8586822000e-03
2.4224091000e+03    1.5731452800e-02
2.4233014000e+03    2.7447917500e-02
2.4240779000e+03    1.4608148000e-03
2.4241471000e+03    2.4446132400e-02
2.4246814000e+03    1.2995116500e-02
2.4249855000e+03    2.6621814500e-02
2.4258259000e+03    1.3701040000e-03
2.4262171000e+03    2.4205342000e-03
2.4262581000e+03    3.1993210000e-04
2.4268071000e+03    9.5490020000e-04
2.4269720000e+03    2.7021820000e-04
2.4273775000e+03    4.6798990000e-04
2.4275217000e+03    2.2216150000e-04
2.4281209000e+03    5.6806100000e-05
2.4284898000e+03    2.0552790000e-04
2.4287556000e+03    1.0361220100e-02
2.4288602000e+03    1.2442724000e-03
2.4291613000e+03    8.6111122000e-03
2.4295490000e+03    1.7673305200e-02
2.4306486000e+03    7.3890971000e-03
2.4309297000e+03    9.9474749000e-03
2.4310530000e+03    1.5942307200e-02
2.4312600000e+03    3.2269904000e-03
2.4315364000e+03    2.1788157000e-03
2.4316978000e+03    3.9770802000e-03
2.4320043000e+03    9.4198400000e-04
2.4321457000e+03    2.7905383000e-03
2.4321692000e+03    1.5234320000e-03
2.4325166000e+03    5.1597000000e-06
2.4326901000e+03    1.6362904000e-03
2.4335410000e+03    1.6721059000e-03
2.4339127000e+03    1.3813551000e-03
2.4342311000e+03    5.3690600000e-05
2.4348052000e+03    4.7209100000e-04
2.4348897000e+03    2.1602983000e-03
2.4352791000e+03    1.6878012000e-03
2.4354763000e+03    3.3117380000e-04
2.4356117000e+03    4.7799760000e-03
2.4357268000e+03    8.1945573000e-03
2.4358435000e+03    5.1207281000e-03
2.4362460000e+03    1.5522050000e-03
2.4364205000e+03    1.4486467000e-03
2.4366346000e+03    1.0487884000e-03
2.4367786000e+03    1.1753492000e-03
2.4368612000e+03    2.6001390000e-04
2.4370207000e+03    1.9289349000e-03
2.4371314000e+03    1.6202617000e-03
2.4377149000e+03    8.6833790000e-04
2.4382270000e+03    5.4788840000e-04
