# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 54 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4925340000e+03    3.5340200000e-05
2.4917466000e+03    3.4396700000e-05
2.4913922000e+03    4.6175300000e-05
2.4909350000e+03    8.9427000000e-06
2.4907097000e+03    2.6897410000e-04
2.4903704000e+03    1.9714900000e-05
2.4901161000e+03    1.8822600000e-05
2.4896679000e+03    2.3142500000e-05
2.4895293000e+03    1.4227320000e-04
2.4890617000e+03    5.3587000000e-06
2.4887604000e+03    7.1616000000e-06
2.4882324000e+03    7.9571700000e-05
2.4880391000e+03    8.5835800000e-05
2.4874635000e+03    6.4407330000e-04
2.4872250000e+03    4.5043900000e-04
2.4868665000e+03    2.4262470000e-04
2.4867993000e+03    7.0398540000e-04
2.4864579000e+03    4.4550160000e-04
2.4863851000e+03    9.8608900000e-05
2.4859997000e+03    1.0883208000e-03
2.4856494000e+03    1.3087371000e-03
2.4855940000e+03    1.1653252000e-03
2.4849329000e+03    1.2822403000e-03
2.4847825000e+03    8.8894470000e-04
2.4845495000e+03    1.4791336000e-03
2.4832995000e+03    1.6940110000e-04
2.4824532000e+03    1.0056280000e-04
2.4813718000e+03    1.9281370000e-04
2.4800447000e+03    2.3992120000e-04
2.4775755000e+03    3.9116320000e-04
2.4765719000e+03    5.7453060000e-04
2.4743135000e+03    2.5089500000e-05
2.4715206000e+03    1.0490000000e-07
2.4709139000e+03    9.7498150000e-04
2.4708761000e+03    4.0680860000e-04
2.4690821000e+03    1.0809000000e-06
2.4685040000e+03    3.6207100000e-05
2.4682461000e+03    1.5502870000e-04
2.3176705000e+03    8.9835876800e-02
2.3176617000e+03    8.9933359800e-02
2.3176601000e+03    8.9930404000e-02
2.2676313000e+03    4.0740000000e-07
2.2198252000e+03    0.0000000000e+00
2.2193701000e+03    1.0000000000e-10
2.2190878000e+03    1.0000000000e-10
2.2183434000e+03    0.0000000000e+00
2.2174499000e+03    0.0000000000e+00
2.1086192000e+03    0.0000000000e+00
1.9777417000e+03    0.0000000000e+00
1.9770392000e+03    0.0000000000e+00
1.9763128000e+03    0.0000000000e+00
1.9757258000e+03    0.0000000000e+00
1.9757177000e+03    0.0000000000e+00
1.9756981000e+03    0.0000000000e+00
