# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 56 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4916647000e+03    1.2577700000e-05
2.4912909000e+03    6.2000000000e-09
2.4912179000e+03    5.2145390000e-04
2.4906900000e+03    2.6250000000e-07
2.4900033000e+03    1.1580700000e-05
2.4898610000e+03    2.4936100000e-04
2.4894104000e+03    2.3500000000e-08
2.4886734000e+03    1.4999100000e-04
2.4885687000e+03    2.0897300000e-05
2.4885461000e+03    7.8000000000e-09
2.4882122000e+03    9.5834400000e-05
2.4881876000e+03    2.2567300000e-05
2.4878933000e+03    2.3268690000e-04
2.4876212000e+03    4.5398900000e-05
2.4869300000e+03    8.8431400000e-05
2.4869112000e+03    3.5450000000e-07
2.4867119000e+03    4.8693410000e-04
2.4864517000e+03    9.0949700000e-05
2.4859530000e+03    2.3114233000e-03
2.4858098000e+03    2.4361546000e-03
2.4857358000e+03    1.0785137000e-03
2.4845223000e+03    9.1271950000e-04
2.4839702000e+03    9.6885570000e-04
2.4835405000e+03    2.0138080000e-04
2.4833520000e+03    3.9712000000e-06
2.4827426000e+03    7.1512000000e-04
2.4818452000e+03    3.2964200000e-05
2.4811737000e+03    4.2571920000e-04
2.4793398000e+03    2.1652480000e-04
2.4778617000e+03    5.6960320000e-04
2.4762305000e+03    2.0244050000e-04
2.4712873000e+03    1.4590000000e-07
2.4712377000e+03    1.2103900000e-04
2.4708421000e+03    1.4052375000e-03
2.4688305000e+03    2.0483000000e-06
2.4681886000e+03    1.6493940000e-04
2.4658227000e+03    3.3700000000e-08
2.4656486000e+03    4.7600000000e-08
2.4632530000e+03    8.2000000000e-08
2.3176771000e+03    9.0170833100e-02
2.3176717000e+03    8.9961636600e-02
2.3176632000e+03    8.9450417600e-02
2.2676342000e+03    6.4070000000e-07
2.2193393000e+03    2.0000000000e-10
2.2184915000e+03    0.0000000000e+00
2.2179502000e+03    1.0000000000e-10
2.2177115000e+03    0.0000000000e+00
2.2143814000e+03    0.0000000000e+00
2.1059274000e+03    0.0000000000e+00
1.9774835000e+03    0.0000000000e+00
1.9761478000e+03    0.0000000000e+00
1.9755550000e+03    0.0000000000e+00
1.9755547000e+03    0.0000000000e+00
1.8253112000e+03    0.0000000000e+00
1.8253110000e+03    0.0000000000e+00
1.8250719000e+03    0.0000000000e+00
