# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 37 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4866094000e+03    5.6424968000e-03
2.4859268000e+03    1.5716374000e-03
2.4856414000e+03    1.0232078000e-03
2.4851671000e+03    3.0264540000e-04
2.4846902000e+03    4.5058600000e-05
2.4839904000e+03    3.9247627000e-03
2.4825809000e+03    5.4770400000e-05
2.4820801000e+03    3.8116420000e-04
2.4815301000e+03    1.1717217000e-03
2.4814389000e+03    1.0878260000e-04
2.4814069000e+03    2.5669510000e-04
2.4808833000e+03    1.1948470000e-04
2.4803123000e+03    4.2995360000e-04
2.4801264000e+03    1.6940600000e-05
2.4789862000e+03    2.4487870000e-04
2.4788953000e+03    5.0081100000e-05
2.4769451000e+03    1.6157350000e-04
2.4762526000e+03    2.6566000000e-05
2.4750904000e+03    2.1753660000e-04
2.4722802000e+03    1.2979290000e-04
2.4707845000e+03    1.3986590000e-04
2.4665313000e+03    2.6353500000e-05
2.4652434000e+03    2.4940000000e-07
2.4634573000e+03    1.0939800000e-05
2.4628299000e+03    3.2400000000e-07
2.3168597000e+03    8.8939530700e-02
2.3167687000e+03    8.9540183200e-02
2.3167384000e+03    8.9244354800e-02
2.2666483000e+03    6.5290000000e-07
2.2131909000e+03    1.0000000000e-10
2.2131674000e+03    0.0000000000e+00
2.2119942000e+03    0.0000000000e+00
2.2111894000e+03    1.0000000000e-10
2.1007047000e+03    0.0000000000e+00
1.9714672000e+03    0.0000000000e+00
1.9704838000e+03    0.0000000000e+00
1.9700786000e+03    0.0000000000e+00
