# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 40 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4915960000e+03    6.3111800000e-05
2.4912218000e+03    5.1148730000e-04
2.4911372000e+03    2.6900000000e-08
2.4906069000e+03    3.9690000000e-07
2.4899713000e+03    1.2369000000e-05
2.4897553000e+03    2.3495990000e-04
2.4893714000e+03    1.9100000000e-08
2.4886786000e+03    1.7403660000e-04
2.4881623000e+03    1.9885070000e-04
2.4875714000e+03    1.2353160000e-04
2.4868406000e+03    3.1611660000e-04
2.4865684000e+03    6.3726380000e-04
2.4861808000e+03    4.8227750000e-04
2.4858432000e+03    2.3107265000e-03
2.4857739000e+03    2.5556769000e-03
2.4850120000e+03    1.3898289000e-03
2.4840740000e+03    5.6486390000e-04
2.4828677000e+03    4.4442400000e-04
2.4821474000e+03    9.6736980000e-04
2.4803133000e+03    2.1098270000e-04
2.4784963000e+03    6.5940730000e-04
2.4762422000e+03    2.6918760000e-04
2.4713351000e+03    1.2881960000e-04
2.4711766000e+03    1.1610000000e-06
2.4708225000e+03    1.4001289000e-03
2.4687256000e+03    7.1175000000e-06
2.4681693000e+03    1.5762970000e-04
2.3176688000e+03    9.0099079800e-02
2.3176624000e+03    8.9987217100e-02
2.3176560000e+03    8.9444337800e-02
2.2676261000e+03    6.9010000000e-07
2.2191317000e+03    3.0000000000e-10
2.2185313000e+03    0.0000000000e+00
2.2181074000e+03    1.0000000000e-10
2.2175056000e+03    0.0000000000e+00
2.1059801000e+03    0.0000000000e+00
1.9773899000e+03    0.0000000000e+00
1.9759036000e+03    0.0000000000e+00
1.9755261000e+03    0.0000000000e+00
1.9755258000e+03    0.0000000000e+00
