# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 46 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4869353000e+03    6.0555300000e-03
2.4867192000e+03    7.3431800000e-05
2.4859311000e+03    7.9722000000e-06
2.4857078000e+03    6.8883000000e-06
2.4848478000e+03    1.2446400000e-05
2.4847892000e+03    1.4305320000e-04
2.4846082000e+03    4.2561876000e-03
2.4833216000e+03    2.0019540000e-03
2.4828972000e+03    3.6599880000e-04
2.4825974000e+03    1.8290670000e-04
2.4825331000e+03    6.8966310000e-04
2.4822833000e+03    1.5394060000e-04
2.4818622000e+03    3.3975540000e-04
2.4816221000e+03    2.7253500000e-04
2.4808173000e+03    1.5456550000e-04
2.4803788000e+03    4.4414000000e-05
2.4803029000e+03    1.3537950000e-04
2.4801639000e+03    1.2779000000e-04
2.4799580000e+03    3.5065900000e-05
2.4795252000e+03    2.4894200000e-04
2.4791681000e+03    5.9086700000e-05
2.4776426000e+03    4.2090800000e-05
2.4771563000e+03    1.2532020000e-04
2.4754111000e+03    5.8694800000e-05
2.4741053000e+03    5.3640700000e-05
2.4722272000e+03    1.7177950000e-04
2.4706787000e+03    1.6338860000e-04
2.4685163000e+03    8.3116000000e-06
2.4654604000e+03    8.2880000000e-07
2.4654305000e+03    1.2140000000e-07
2.4629666000e+03    7.4800000000e-08
2.4629580000e+03    4.9990000000e-07
2.3169019000e+03    8.8977814800e-02
2.3168143000e+03    8.9278308300e-02
2.3167653000e+03    8.9537300100e-02
2.2666955000e+03    1.2114000000e-06
2.2140422000e+03    0.0000000000e+00
2.2136091000e+03    1.0000000000e-10
2.2135489000e+03    1.0000000000e-10
2.2121071000e+03    0.0000000000e+00
2.2119352000e+03    0.0000000000e+00
2.1028172000e+03    0.0000000000e+00
1.9716744000e+03    0.0000000000e+00
1.9716073000e+03    0.0000000000e+00
1.9702039000e+03    0.0000000000e+00
1.9701276000e+03    0.0000000000e+00
