# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 61 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4935625000e+03    1.3004000000e-06
2.4934901000e+03    8.0340000000e-07
2.4927398000e+03    9.2534000000e-06
2.4916041000e+03    3.8524740000e-04
2.4910154000e+03    2.4623500000e-05
2.4908402000e+03    3.1332000000e-06
2.4906128000e+03    1.3327700000e-04
2.4903478000e+03    2.3101800000e-05
2.4901364000e+03    1.4476600000e-05
2.4897264000e+03    3.7866000000e-06
2.4894662000e+03    1.4601670000e-04
2.4892137000e+03    1.0008200000e-05
2.4889839000e+03    3.8966000000e-06
2.4887106000e+03    1.5693200000e-05
2.4885523000e+03    8.3575700000e-05
2.4882240000e+03    1.6086200000e-05
2.4880916000e+03    2.9536800000e-05
2.4876589000e+03    7.6172300000e-05
2.4874551000e+03    4.9816200000e-05
2.4868932000e+03    1.3070850000e-04
2.4866401000e+03    7.7104810000e-04
2.4863431000e+03    1.5463285000e-03
2.4860709000e+03    1.5351451000e-03
2.4858092000e+03    1.5579798000e-03
2.4856986000e+03    1.1581179000e-03
2.4848877000e+03    1.2171436000e-03
2.4844841000e+03    4.7824490000e-04
2.4840185000e+03    1.0747940000e-04
2.4837953000e+03    5.0663580000e-04
2.4833337000e+03    5.1028010000e-04
2.4818235000e+03    7.2754200000e-05
2.4815013000e+03    4.1627290000e-04
2.4797580000e+03    5.0387400000e-05
2.4797242000e+03    7.5094500000e-05
2.4791875000e+03    4.5611780000e-04
2.4780623000e+03    1.6560010000e-04
2.4765822000e+03    1.6266000000e-04
2.4764223000e+03    2.6331700000e-04
2.4739646000e+03    4.6903700000e-05
2.4710000000e+03    1.1501020000e-04
2.4708065000e+03    1.3504768000e-03
2.4681895000e+03    1.6879810000e-04
2.3176549000e+03    9.0011851900e-02
2.3176502000e+03    8.9774009100e-02
2.3176475000e+03    8.9973766700e-02
2.2676195000e+03    5.7650000000e-07
2.2224777000e+03    0.0000000000e+00
2.2224566000e+03    0.0000000000e+00
2.2224442000e+03    0.0000000000e+00
2.2223580000e+03    0.0000000000e+00
2.2222504000e+03    0.0000000000e+00
2.2218833000e+03    0.0000000000e+00
2.2201500000e+03    0.0000000000e+00
2.2200830000e+03    0.0000000000e+00
2.2192809000e+03    0.0000000000e+00
2.2190508000e+03    1.0000000000e-10
2.2184769000e+03    2.0000000000e-10
2.1079689000e+03    0.0000000000e+00
2.1067446000e+03    0.0000000000e+00
1.9756315000e+03    0.0000000000e+00
1.9755821000e+03    0.0000000000e+00
