# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 95 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4915640000e+03    1.5460000000e-07
2.4911975000e+03    6.9002500000e-05
2.4901523000e+03    3.9363450000e-04
2.4900427000e+03    8.7461000000e-05
2.4899725000e+03    5.8787980000e-04
2.4896437000e+03    1.3612980000e-04
2.4896192000e+03    8.3907500000e-05
2.4891138000e+03    1.1529371000e-03
2.4884055000e+03    2.0859860000e-04
2.4879796000e+03    3.6987000000e-05
2.4876934000e+03    2.1933000000e-06
2.4875352000e+03    2.6055000000e-06
2.4872993000e+03    6.0782800000e-05
2.4871929000e+03    5.1282700000e-05
2.4871524000e+03    2.7406000000e-06
2.4868855000e+03    4.5612000000e-06
2.4867191000e+03    6.7578700000e-05
2.4865629000e+03    2.7313600000e-05
2.4861887000e+03    2.4648150000e-04
2.4860397000e+03    3.7153830000e-04
2.4859254000e+03    6.0751630000e-04
2.4858670000e+03    6.7389410000e-04
2.4858051000e+03    1.1556110000e-04
2.4856106000e+03    4.5363000000e-05
2.4853798000e+03    1.7763950000e-04
2.4852637000e+03    5.1271920000e-04
2.4851250000e+03    6.8997490000e-04
2.4850815000e+03    2.2082110000e-04
2.4845779000e+03    7.8278060000e-04
2.4844760000e+03    8.6432320000e-04
2.4844213000e+03    1.6137480000e-04
2.4842434000e+03    1.6095355000e-03
2.4839944000e+03    2.3846260000e-04
2.4838537000e+03    2.3802990000e-04
2.4837697000e+03    1.1475750000e-04
2.4836516000e+03    4.7472030000e-04
2.4835505000e+03    8.9406450000e-04
2.4828053000e+03    5.9642280000e-04
2.4824787000e+03    9.9463900000e-05
2.4822231000e+03    3.6077100000e-05
2.4820269000e+03    6.1951700000e-05
2.4818465000e+03    1.4114490000e-04
2.4816577000e+03    1.8845030000e-04
2.4810089000e+03    5.1226000000e-05
2.4803514000e+03    6.5115800000e-05
2.4799134000e+03    1.8352600000e-05
2.4797287000e+03    1.0501250000e-04
2.4795602000e+03    1.0842000000e-05
2.4789151000e+03    4.8066000000e-06
2.4781139000e+03    1.7118860000e-04
2.4774134000e+03    3.8393500000e-05
2.4773341000e+03    2.5481700000e-05
2.4769318000e+03    2.6288000000e-06
2.4766342000e+03    1.3190620000e-04
2.4757595000e+03    7.4917600000e-05
2.4754530000e+03    1.3924190000e-04
2.4748471000e+03    7.0701600000e-05
2.4742105000e+03    8.1781500000e-05
2.4739574000e+03    1.8951970000e-04
2.4728161000e+03    2.9954000000e-05
2.4716236000e+03    2.2618000000e-06
2.4705234000e+03    6.4738000000e-06
2.4697458000e+03    1.6230000000e-07
2.4681747000e+03    3.3874520000e-04
2.4675520000e+03    1.7667530000e-04
2.4668883000e+03    2.1000000000e-09
2.3172439000e+03    8.9181890000e-02
2.3171761000e+03    8.9862647300e-02
2.3171510000e+03    8.9537679400e-02
2.2670653000e+03    2.9810000000e-06
2.2199628000e+03    0.0000000000e+00
2.2199501000e+03    0.0000000000e+00
2.2190478000e+03    0.0000000000e+00
2.2190301000e+03    0.0000000000e+00
2.2190075000e+03    0.0000000000e+00
2.2184808000e+03    0.0000000000e+00
2.2183957000e+03    0.0000000000e+00
2.2183939000e+03    0.0000000000e+00
2.2183701000e+03    0.0000000000e+00
2.2181183000e+03    0.0000000000e+00
2.2178474000e+03    0.0000000000e+00
2.2176381000e+03    0.0000000000e+00
2.2175974000e+03    0.0000000000e+00
2.2175597000e+03    0.0000000000e+00
2.2171397000e+03    0.0000000000e+00
2.2171056000e+03    0.0000000000e+00
2.2169033000e+03    1.0000000000e-10
2.2165711000e+03    0.0000000000e+00
2.2158327000e+03    2.0000000000e-10
2.1059279000e+03    0.0000000000e+00
2.1050951000e+03    0.0000000000e+00
2.1046146000e+03    0.0000000000e+00
2.1035264000e+03    0.0000000000e+00
1.9737618000e+03    0.0000000000e+00
1.9733844000e+03    0.0000000000e+00
