# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 50 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4250109000e+03    3.7060851000e-03
2.4256745000e+03    2.3934197000e-03
2.4260792000e+03    3.1799237000e-03
2.4261928000e+03    3.9045260000e-03
2.4267621000e+03    1.4221540000e-04
2.4268489000e+03    5.4080670000e-04
2.4269632000e+03    1.4897800000e-05
2.4271831000e+03    2.4807260000e-04
2.4274233000e+03    2.7352200000e-05
2.4274417000e+03    8.9795000000e-06
2.4278862000e+03    2.4114110000e-04
2.4282316000e+03    2.6106100000e-04
2.4283130000e+03    2.3231890000e-04
2.4284530000e+03    2.3898140000e-04
2.4287369000e+03    3.9507300000e-05
2.4289791000e+03    3.9616500000e-05
2.4290459000e+03    6.2009900000e-05
2.4291303000e+03    3.9119300000e-05
2.4292733000e+03    1.5090860000e-04
2.4295918000e+03    1.5797120000e-04
2.4296630000e+03    5.4253600000e-05
2.4298875000e+03    7.7470000000e-06
2.4299149000e+03    1.5478900000e-05
2.4299386000e+03    5.3216360000e-04
2.4300646000e+03    3.0191380000e-04
2.4302307000e+03    4.9248300000e-05
2.4309531000e+03    3.5993500000e-04
2.4310653000e+03    5.1847400000e-05
2.4314448000e+03    2.0131900000e-04
2.4316199000e+03    2.8836440000e-04
2.4318038000e+03    4.6976500000e-05
2.4321321000e+03    2.7324010000e-04
2.4324652000e+03    7.7118710000e-04
2.4327745000e+03    1.4177370000e-04
2.4330976000e+03    1.0305135000e-03
2.4331264000e+03    4.2573380000e-04
2.4333435000e+03    1.9256350000e-04
2.4336827000e+03    2.6769580000e-04
2.4337497000e+03    3.6651600000e-04
2.4342323000e+03    7.2824990000e-04
2.4345563000e+03    2.8020530000e-04
2.4346524000e+03    1.3992630000e-04
2.4350516000e+03    2.3142900000e-04
2.4351276000e+03    1.5565410000e-04
2.4353800000e+03    2.1231220000e-04
2.4355000000e+03    3.1509370000e-04
2.4358130000e+03    8.2390400000e-05
2.4358833000e+03    1.5534210000e-04
2.4359719000e+03    3.4381500000e-05
2.4361856000e+03    8.5469500000e-05
