# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 50 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4219096000e+03    1.0055273000e-03
2.4225466000e+03    3.5837132000e-03
2.4229908000e+03    3.3659109000e-03
2.4232466000e+03    2.7925860000e-04
2.4238984000e+03    3.6463770000e-04
2.4244754000e+03    2.5330090000e-03
2.4247355000e+03    8.9514400000e-05
2.4249842000e+03    9.5963100000e-05
2.4253589000e+03    2.6018610000e-04
2.4256591000e+03    1.0098690000e-04
2.4261186000e+03    1.7616530000e-04
2.4262610000e+03    2.2053400000e-05
2.4265096000e+03    2.4721600000e-05
2.4267113000e+03    2.8550700000e-05
2.4268137000e+03    2.4360100000e-05
2.4273043000e+03    1.4768500000e-05
2.4274879000e+03    1.0279980000e-04
2.4275707000e+03    1.3495270000e-04
2.4277446000e+03    1.5267600000e-04
2.4279593000e+03    1.1972250000e-04
2.4279774000e+03    1.4179980000e-04
2.4282725000e+03    1.9819440000e-04
2.4285239000e+03    7.2990380000e-04
2.4286391000e+03    9.6537780000e-04
2.4289211000e+03    2.0199164000e-03
2.4291131000e+03    2.8946060000e-04
2.4295447000e+03    2.9129640000e-04
2.4299551000e+03    2.0998080000e-04
2.4301383000e+03    4.3285100000e-04
2.4303333000e+03    2.2309930000e-04
2.4305048000e+03    7.2580740000e-04
2.4306129000e+03    6.3730680000e-04
2.4310042000e+03    1.7041800000e-04
2.4311524000e+03    4.1796010000e-04
2.4313156000e+03    4.9283000000e-05
2.4316928000e+03    3.4382560000e-04
2.4318723000e+03    2.7222890000e-04
2.4320980000e+03    9.9644400000e-05
2.4322252000e+03    2.3523830000e-04
2.4324435000e+03    7.8669710000e-04
2.4326858000e+03    6.9038260000e-04
2.4330223000e+03    6.8789600000e-05
2.4331339000e+03    2.1946100000e-05
2.4332423000e+03    3.0666460000e-04
2.4334283000e+03    4.8650000000e-05
2.4338793000e+03    1.8535870000e-04
2.4339657000e+03    2.1730010000e-04
2.4340261000e+03    2.7318700000e-05
2.4344512000e+03    2.5174760000e-04
2.4347505000e+03    7.4972900000e-05
