# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 71 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4895313000e+03    1.3326955000e-03
2.4894657000e+03    4.5911090000e-04
2.4893139000e+03    1.8945000000e-06
2.4890390000e+03    4.1234040000e-04
2.4889295000e+03    2.0932550000e-04
2.4887639000e+03    4.6754150000e-04
2.4886504000e+03    2.2837000000e-04
2.4877741000e+03    9.4415400000e-05
2.4868838000e+03    4.3533900000e-05
2.4867942000e+03    7.7133000000e-06
2.4865711000e+03    5.4195100000e-05
2.4863170000e+03    1.9105520000e-04
2.4860657000e+03    3.3177000000e-05
2.4858428000e+03    4.6936690000e-04
2.4857263000e+03    1.7186640000e-03
2.4854177000e+03    8.5408210000e-04
2.4848971000e+03    1.0914492000e-03
2.4848483000e+03    1.6185550000e-04
2.4847333000e+03    5.7503600000e-05
2.4844791000e+03    1.6934560000e-04
2.4844139000e+03    1.2823310000e-04
2.4842279000e+03    8.8940000000e-04
2.4840136000e+03    5.1650680000e-04
2.4837822000e+03    2.7891500000e-05
2.4835520000e+03    5.3296240000e-04
2.4834086000e+03    9.3024940000e-04
2.4830993000e+03    1.1604718000e-03
2.4828283000e+03    5.5636470000e-04
2.4824875000e+03    2.8164310000e-04
2.4819658000e+03    2.2142880000e-04
2.4816615000e+03    8.5894300000e-05
2.4813935000e+03    9.8646300000e-05
2.4802756000e+03    1.1163260000e-04
2.4799584000e+03    4.7808600000e-05
2.4795235000e+03    3.1576700000e-05
2.4793499000e+03    9.3621000000e-06
2.4790541000e+03    1.8491400000e-05
2.4781679000e+03    7.1962900000e-05
2.4765891000e+03    1.8364440000e-04
2.4755238000e+03    3.6305000000e-06
2.4753598000e+03    2.9275000000e-06
2.4752007000e+03    1.4926000000e-06
2.4744678000e+03    2.5158190000e-04
2.4734772000e+03    2.1035810000e-04
2.4723712000e+03    5.4666000000e-06
2.4717860000e+03    5.3161400000e-05
2.4711595000e+03    1.2807400000e-05
2.4677553000e+03    4.6286090000e-04
2.4672371000e+03    1.6662900000e-05
2.3171950000e+03    8.9042705000e-02
2.3171322000e+03    8.9851124300e-02
2.3171054000e+03    8.9513806300e-02
2.2670154000e+03    2.7109000000e-06
2.2182117000e+03    0.0000000000e+00
2.2181945000e+03    0.0000000000e+00
2.2181502000e+03    0.0000000000e+00
2.2181316000e+03    0.0000000000e+00
2.2180352000e+03    0.0000000000e+00
2.2179209000e+03    0.0000000000e+00
2.2179033000e+03    0.0000000000e+00
2.2178576000e+03    0.0000000000e+00
2.2177901000e+03    0.0000000000e+00
2.2177288000e+03    0.0000000000e+00
2.2177255000e+03    0.0000000000e+00
2.2174877000e+03    0.0000000000e+00
2.2162251000e+03    1.0000000000e-10
2.2159584000e+03    1.0000000000e-10
2.2152196000e+03    0.0000000000e+00
2.1047873000e+03    0.0000000000e+00
1.9745422000e+03    0.0000000000e+00
1.9735435000e+03    0.0000000000e+00
