# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 50 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4195799000e+03    4.2550184000e-03
2.4201300000e+03    1.5893833000e-03
2.4219770000e+03    1.0819697000e-03
2.4228676000e+03    1.6455160000e-04
2.4231454000e+03    1.1537090000e-04
2.4236825000e+03    1.0791800000e-05
2.4241274000e+03    1.7952600000e-05
2.4245778000e+03    9.6068400000e-05
2.4256757000e+03    5.8927940000e-04
2.4258867000e+03    9.8215660000e-04
2.4265559000e+03    2.1704370000e-04
2.4267893000e+03    4.0432425000e-03
2.4270478000e+03    6.9725870000e-04
2.4274696000e+03    3.9635890000e-03
2.4279544000e+03    1.2474817000e-03
2.4287238000e+03    1.6555500000e-05
2.4296604000e+03    1.0449894000e-03
2.4299147000e+03    4.9043090000e-04
2.4307920000e+03    2.6387160000e-04
2.4312900000e+03    2.5458280000e-04
2.4325473000e+03    5.7849050000e-04
2.4327226000e+03    3.3536850000e-04
2.4331026000e+03    9.6514900000e-05
2.4343639000e+03    6.7638040000e-04
2.4357510000e+03    5.2184000000e-05
2.4358758000e+03    4.5750900000e-05
2.4361450000e+03    1.5682200000e-04
2.4370783000e+03    4.2338800000e-05
2.4374275000e+03    5.2781700000e-04
2.4377953000e+03    3.8986600000e-05
2.4380230000e+03    9.8937300000e-05
2.4397084000e+03    1.2595890000e-04
2.4403147000e+03    1.8561570000e-04
2.4410689000e+03    3.7958090000e-04
2.4426515000e+03    7.6948600000e-05
2.4443417000e+03    1.6635400000e-04
2.4451226000e+03    6.7153080000e-04
2.4472029000e+03    2.1697480000e-04
2.4477108000e+03    7.0343900000e-05
2.4482491000e+03    3.1606300000e-05
2.4487806000e+03    6.5276200000e-05
2.4491137000e+03    1.5361550000e-04
2.4494871000e+03    1.3466650000e-04
2.4506999000e+03    3.1773340000e-04
2.4514280000e+03    2.3987350000e-04
2.4521290000e+03    3.0159840000e-04
2.4532303000e+03    4.7652190000e-04
2.4549963000e+03    6.5576450000e-04
2.4572505000e+03    1.7273880000e-04
2.4589184000e+03    7.6523940000e-04
