# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 50 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4239607000e+03    1.7953856200e-02
2.4250674000e+03    8.9060370000e-04
2.4258661000e+03    3.6132632100e-02
2.4262167000e+03    2.8005453700e-02
2.4264159000e+03    4.9146647500e-02
2.4267147000e+03    8.8147370500e-02
2.4270987000e+03    1.7666563600e-02
2.4272388000e+03    1.0250338900e-02
2.4274100000e+03    6.8250933000e-03
2.4275512000e+03    3.2584934000e-03
2.4280541000e+03    6.2149400000e-05
2.4284686000e+03    1.0827995000e-03
2.4286149000e+03    4.8798120000e-04
2.4289495000e+03    6.2099118000e-03
2.4293648000e+03    1.2024242000e-03
2.4295883000e+03    3.6008175000e-03
2.4299210000e+03    7.8516107000e-03
2.4302938000e+03    1.4937286000e-03
2.4317704000e+03    8.1858001000e-03
2.4319837000e+03    1.4398829600e-02
2.4322480000e+03    7.9767390000e-03
2.4323703000e+03    2.4707870300e-02
2.4326460000e+03    1.3940362000e-03
2.4328057000e+03    7.0868149000e-03
2.4329568000e+03    2.1694062000e-03
2.4331157000e+03    4.2208720000e-04
2.4333482000e+03    2.7992428000e-03
2.4341932000e+03    1.0640183700e-02
2.4344964000e+03    6.6465547000e-03
2.4347628000e+03    2.0989424000e-03
2.4349052000e+03    1.3771652000e-03
2.4352175000e+03    1.5583467000e-03
2.4355814000e+03    1.1992590000e-03
2.4365131000e+03    1.2175601300e-02
2.4371016000e+03    2.0752947000e-03
2.4372933000e+03    2.9754710000e-04
2.4375304000e+03    2.2242546300e-02
2.4377397000e+03    4.8446259000e-03
2.4378112000e+03    1.0498787700e-02
2.4381116000e+03    5.5939458000e-03
2.4383965000e+03    1.0101238900e-02
2.4390821000e+03    7.3750783000e-03
2.4395000000e+03    1.6067511000e-03
2.4399482000e+03    1.6467503200e-02
2.4403354000e+03    7.9728007000e-03
2.4406289000e+03    1.2009156700e-02
2.4408105000e+03    1.6008323000e-03
2.4410916000e+03    1.6203132600e-02
2.4413687000e+03    2.5323351000e-02
2.4415680000e+03    2.2422425600e-02
