# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 50 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4222967000e+03    4.4646052000e-03
2.4224595000e+03    4.1790477000e-03
2.4230681000e+03    8.3392030000e-04
2.4235554000e+03    1.0222480000e-04
2.4246996000e+03    8.2429440000e-04
2.4250471000e+03    6.4929720000e-04
2.4252263000e+03    3.5002620000e-04
2.4255229000e+03    1.6466030000e-04
2.4259165000e+03    3.7116180000e-04
2.4259390000e+03    3.3847490000e-04
2.4264628000e+03    4.3069600000e-05
2.4267171000e+03    2.2959990000e-04
2.4269235000e+03    6.4124700000e-05
2.4270450000e+03    4.1786000000e-05
2.4272300000e+03    4.8361580000e-04
2.4280031000e+03    3.2033800000e-05
2.4283106000e+03    7.8019120000e-04
2.4284968000e+03    5.2437630000e-04
2.4289979000e+03    1.1804213000e-03
2.4295740000e+03    7.7505980000e-04
2.4300563000e+03    8.5208460000e-04
2.4305172000e+03    5.2755370000e-04
2.4306415000e+03    6.1741370000e-04
2.4310998000e+03    6.7261320000e-04
2.4314840000e+03    6.6732300000e-05
2.4318761000e+03    4.7822910000e-04
2.4321404000e+03    1.5337678000e-03
2.4325370000e+03    5.0245680000e-04
2.4328220000e+03    2.0426510000e-04
2.4328797000e+03    2.5126760000e-04
2.4330440000e+03    1.9463990000e-04
2.4334618000e+03    1.0242353000e-03
2.4338080000e+03    2.3537030000e-04
2.4341881000e+03    1.9424230000e-04
2.4346290000e+03    4.5720830000e-04
2.4348283000e+03    2.2587150000e-04
2.4353595000e+03    6.9934770000e-04
2.4356617000e+03    2.2654730000e-04
2.4358304000e+03    4.3262000000e-05
2.4364524000e+03    4.9886600000e-05
2.4369645000e+03    7.0377340000e-04
2.4373231000e+03    5.8431080000e-04
2.4377548000e+03    6.5217340000e-04
2.4379161000e+03    1.0335640000e-04
2.4381233000e+03    2.8804030000e-04
2.4385282000e+03    2.2813900000e-05
2.4386349000e+03    1.7578800000e-04
2.4388596000e+03    3.9618590000e-04
2.4392870000e+03    4.7852050000e-04
2.4393372000e+03    5.5057900000e-05
