# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 50 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4218952000e+03    4.3042980000e-03
2.4224035000e+03    3.5763742000e-03
2.4230727000e+03    4.3160430000e-04
2.4241154000e+03    1.6304387000e-03
2.4244338000e+03    1.5030800000e-05
2.4247818000e+03    1.1637407000e-03
2.4249723000e+03    5.7327200000e-04
2.4252253000e+03    7.6344100000e-05
2.4254223000e+03    1.0697210000e-04
2.4257757000e+03    5.9396400000e-05
2.4262949000e+03    1.0609260000e-04
2.4264659000e+03    8.7732100000e-05
2.4268671000e+03    1.8659550000e-04
2.4269310000e+03    1.3768210000e-04
2.4270793000e+03    4.7502000000e-06
2.4273831000e+03    2.9066790000e-04
2.4276602000e+03    1.3611080000e-04
2.4277104000e+03    5.5815600000e-05
2.4280746000e+03    3.7647310000e-04
2.4282354000e+03    1.8422250000e-04
2.4286573000e+03    1.5389368000e-03
2.4292505000e+03    1.7225630000e-04
2.4292705000e+03    1.2121206000e-03
2.4296752000e+03    1.3388060000e-04
2.4299042000e+03    7.8444410000e-04
2.4301129000e+03    6.8898990000e-04
2.4305512000e+03    1.3380888000e-03
2.4310273000e+03    1.3045190000e-04
2.4313515000e+03    4.2650030000e-04
2.4313966000e+03    2.4071170000e-04
2.4316669000e+03    9.6877320000e-04
2.4319254000e+03    6.2572290000e-04
2.4321974000e+03    5.1441030000e-04
2.4325287000e+03    8.9454900000e-05
2.4328786000e+03    3.2446130000e-04
2.4330930000e+03    2.8772300000e-05
2.4334288000e+03    6.6438260000e-04
2.4334737000e+03    3.8121940000e-04
2.4337816000e+03    5.4863900000e-05
2.4340055000e+03    4.6853640000e-04
2.4344720000e+03    2.0592600000e-05
2.4348652000e+03    1.3822310000e-04
2.4349980000e+03    3.9316600000e-05
2.4353100000e+03    2.8739400000e-05
2.4354258000e+03    4.7735750000e-04
2.4355625000e+03    1.6251570000e-04
2.4361183000e+03    1.3300440000e-04
2.4362061000e+03    2.5303430000e-04
2.4364577000e+03    3.7464130000e-04
2.4365912000e+03    2.0935050000e-04
