# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 90 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4908644000e+03    2.4831290000e-04
2.4900666000e+03    5.1232540000e-04
2.4899898000e+03    2.7091520000e-04
2.4895608000e+03    4.7609000000e-06
2.4894379000e+03    4.4384700000e-05
2.4892118000e+03    1.4381350000e-03
2.4890409000e+03    1.4224000000e-05
2.4884160000e+03    1.9991890000e-04
2.4881970000e+03    1.6241800000e-05
2.4879390000e+03    3.1674000000e-05
2.4876432000e+03    6.8902000000e-06
2.4874842000e+03    2.4376000000e-06
2.4871388000e+03    1.5452300000e-05
2.4867641000e+03    2.2102100000e-05
2.4865767000e+03    1.6647990000e-04
2.4864456000e+03    3.1744900000e-05
2.4863753000e+03    1.9119320000e-04
2.4861987000e+03    1.8968400000e-05
2.4859086000e+03    1.1523587000e-03
2.4858080000e+03    8.1650000000e-04
2.4855768000e+03    2.4774300000e-04
2.4854426000e+03    4.1879100000e-05
2.4853192000e+03    7.6297800000e-05
2.4852553000e+03    4.1517160000e-04
2.4851724000e+03    1.0084620000e-04
2.4848412000e+03    4.5564230000e-04
2.4847392000e+03    2.8123590000e-04
2.4845153000e+03    4.0185610000e-04
2.4844113000e+03    9.5308990000e-04
2.4843555000e+03    8.7619590000e-04
2.4841086000e+03    1.0872984000e-03
2.4840082000e+03    2.0343960000e-04
2.4838658000e+03    3.6411330000e-04
2.4837415000e+03    3.7879840000e-04
2.4836267000e+03    6.9625900000e-05
2.4835725000e+03    9.4235750000e-04
2.4826099000e+03    5.1390700000e-04
2.4824067000e+03    9.2064000000e-05
2.4822239000e+03    2.4153670000e-04
2.4820383000e+03    5.3897600000e-05
2.4811960000e+03    1.8765720000e-04
2.4804832000e+03    5.4428400000e-05
2.4802031000e+03    7.9264700000e-05
2.4799760000e+03    5.9712000000e-06
2.4796916000e+03    5.5689200000e-05
2.4789290000e+03    3.3497000000e-06
2.4784058000e+03    1.5568850000e-04
2.4778293000e+03    2.8374000000e-06
2.4776213000e+03    5.1521600000e-05
2.4769066000e+03    3.4652000000e-06
2.4767896000e+03    1.7957490000e-04
2.4758157000e+03    4.1670500000e-05
2.4756255000e+03    5.1777700000e-05
2.4749465000e+03    2.5581440000e-04
2.4740788000e+03    1.6666000000e-06
2.4738879000e+03    1.8798640000e-04
2.4729073000e+03    3.8812100000e-05
2.4716287000e+03    2.5201000000e-06
2.4703976000e+03    6.0888000000e-06
2.4681685000e+03    3.3068090000e-04
2.4675533000e+03    1.8370040000e-04
2.4673813000e+03    4.1900000000e-08
2.4670981000e+03    9.8400000000e-08
2.3172419000e+03    8.9178166900e-02
2.3171743000e+03    8.9877453800e-02
2.3171490000e+03    8.9526415200e-02
2.2670635000e+03    3.0192000000e-06
2.2190020000e+03    0.0000000000e+00
2.2188158000e+03    0.0000000000e+00
2.2185586000e+03    0.0000000000e+00
2.2184019000e+03    0.0000000000e+00
2.2183861000e+03    0.0000000000e+00
2.2180042000e+03    0.0000000000e+00
2.2180039000e+03    0.0000000000e+00
2.2178597000e+03    0.0000000000e+00
2.2177603000e+03    0.0000000000e+00
2.2177097000e+03    0.0000000000e+00
2.2176417000e+03    0.0000000000e+00
2.2175124000e+03    0.0000000000e+00
2.2170619000e+03    0.0000000000e+00
2.2168591000e+03    1.0000000000e-10
2.2168069000e+03    0.0000000000e+00
2.2166585000e+03    0.0000000000e+00
2.2158775000e+03    2.0000000000e-10
2.1056993000e+03    0.0000000000e+00
2.1050854000e+03    0.0000000000e+00
2.1035163000e+03    0.0000000000e+00
1.9739158000e+03    0.0000000000e+00
1.9737424000e+03    0.0000000000e+00
1.9735516000e+03    0.0000000000e+00
