# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 44 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4893465000e+03    2.0682438000e-03
2.4884075000e+03    5.7737100000e-04
2.4875394000e+03    7.6410400000e-05
2.4875224000e+03    2.0920000000e-07
2.4873196000e+03    1.8565570000e-04
2.4872231000e+03    5.7549200000e-05
2.4870005000e+03    1.4548260000e-04
2.4867204000e+03    8.8326300000e-05
2.4864490000e+03    6.2672000000e-06
2.4864078000e+03    3.8257650000e-04
2.4858125000e+03    1.8040084000e-03
2.4857645000e+03    4.2511060000e-04
2.4856234000e+03    1.0128282000e-03
2.4847926000e+03    3.5864990000e-04
2.4845916000e+03    8.8553000000e-06
2.4844825000e+03    1.1292537000e-03
2.4841546000e+03    5.9696060000e-04
2.4838218000e+03    1.4551904000e-03
2.4833273000e+03    2.4805013000e-03
2.4828405000e+03    1.1165470000e-04
2.4823824000e+03    4.1043660000e-04
2.4802420000e+03    1.9918000000e-05
2.4801917000e+03    1.0031600000e-05
2.4794853000e+03    4.9648000000e-05
2.4787430000e+03    1.5337250000e-04
2.4774720000e+03    1.1879140000e-04
2.4759265000e+03    1.5596980000e-04
2.4750538000e+03    1.9521690000e-04
2.4737503000e+03    9.9017000000e-05
2.4731849000e+03    3.0575170000e-04
2.4679100000e+03    4.8450120000e-04
2.3172159000e+03    8.9202037200e-02
2.3171506000e+03    8.9744401500e-02
2.3171330000e+03    8.9517769500e-02
2.2670469000e+03    2.5888000000e-06
2.2192713000e+03    0.0000000000e+00
2.2192711000e+03    0.0000000000e+00
2.2184651000e+03    0.0000000000e+00
2.2184646000e+03    0.0000000000e+00
2.2181268000e+03    0.0000000000e+00
2.2181256000e+03    0.0000000000e+00
2.2164133000e+03    1.0000000000e-10
2.2164127000e+03    1.0000000000e-10
1.9737328000e+03    0.0000000000e+00
