# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 50 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4239499000e+03    1.1893251000e-03
2.4250110000e+03    1.4628610000e-04
2.4252839000e+03    9.7653040000e-04
2.4255713000e+03    2.1488540000e-04
2.4262622000e+03    3.1093640000e-04
2.4263454000e+03    2.9878085000e-03
2.4269532000e+03    1.3602482000e-03
2.4270344000e+03    3.9303700000e-04
2.4271308000e+03    3.6119082000e-03
2.4272108000e+03    4.0911798000e-03
2.4276096000e+03    1.5493330000e-04
2.4281430000e+03    1.0002450000e-04
2.4282883000e+03    4.4799900000e-05
2.4285787000e+03    2.0889200000e-04
2.4288310000e+03    7.8739700000e-05
2.4289072000e+03    9.7383600000e-05
2.4292193000e+03    1.2678100000e-05
2.4295490000e+03    5.6552700000e-05
2.4298941000e+03    1.3629620000e-04
2.4300277000e+03    2.8064790000e-04
2.4303497000e+03    6.6042600000e-05
2.4305700000e+03    3.6761820000e-04
2.4312089000e+03    5.2946100000e-05
2.4314615000e+03    1.6904100000e-04
2.4316028000e+03    1.3331280000e-04
2.4318711000e+03    1.0983227000e-03
2.4319857000e+03    8.7143480000e-04
2.4324217000e+03    9.4878080000e-04
2.4329111000e+03    1.8608360000e-04
2.4329308000e+03    1.3574080000e-04
2.4336190000e+03    1.5537090000e-04
2.4337087000e+03    7.1205300000e-05
2.4339652000e+03    3.6935500000e-04
2.4344416000e+03    2.0115250000e-04
2.4345552000e+03    5.3236120000e-04
2.4347927000e+03    3.8760700000e-05
2.4351506000e+03    4.3197900000e-05
2.4353366000e+03    7.2967900000e-05
2.4354598000e+03    1.5371580000e-04
2.4357469000e+03    1.9218800000e-05
2.4358071000e+03    5.9104700000e-05
2.4358637000e+03    8.4402520000e-04
2.4362094000e+03    2.4061930000e-04
2.4364117000e+03    1.1954880000e-04
2.4365158000e+03    1.2273430000e-04
2.4365710000e+03    8.8240500000e-05
2.4368458000e+03    1.5084270000e-04
2.4370064000e+03    3.1269600000e-04
2.4370724000e+03    1.8027710000e-04
2.4371160000e+03    1.8634710000e-04
