# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 80 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4893767000e+03    1.0540000000e-07
2.4881623000e+03    4.2450000000e-07
2.4879239000e+03    4.1775900000e-05
2.4877058000e+03    5.9194600000e-05
2.4874515000e+03    1.4541370000e-04
2.4870212000e+03    2.1278040000e-04
2.4869917000e+03    2.3562200000e-05
2.4866950000e+03    5.3953393000e-03
2.4866305000e+03    5.3256970000e-04
2.4862963000e+03    8.8667000000e-06
2.4860201000e+03    4.7030000000e-07
2.4858362000e+03    8.8540000000e-06
2.4857117000e+03    4.5117000000e-06
2.4851618000e+03    9.9466200000e-05
2.4845920000e+03    1.5984145000e-03
2.4843219000e+03    6.8646590000e-04
2.4842155000e+03    1.4472676000e-03
2.4841211000e+03    9.4673700000e-05
2.4839392000e+03    1.3868900000e-05
2.4838901000e+03    4.7641600000e-05
2.4836830000e+03    4.9276570000e-04
2.4836008000e+03    1.3837300000e-04
2.4832492000e+03    1.6072860000e-04
2.4831850000e+03    7.2865200000e-05
2.4827772000e+03    4.9768410000e-04
2.4826276000e+03    4.5586180000e-04
2.4824286000e+03    4.4963430000e-04
2.4823988000e+03    5.5646810000e-04
2.4820708000e+03    4.4975530000e-04
2.4817523000e+03    8.5722200000e-05
2.4816815000e+03    2.1589500000e-04
2.4814589000e+03    1.6538140000e-04
2.4813842000e+03    6.6613100000e-05
2.4812363000e+03    1.0291800000e-04
2.4808591000e+03    8.0737700000e-05
2.4803872000e+03    1.0528330000e-03
2.4798121000e+03    2.5214000000e-06
2.4794734000e+03    1.3878800000e-05
2.4785526000e+03    1.3566900000e-04
2.4782746000e+03    1.0693300000e-05
2.4777375000e+03    3.2333000000e-06
2.4775421000e+03    7.4940000000e-07
2.4763432000e+03    5.6159700000e-05
2.4757570000e+03    6.7608000000e-05
2.4743995000e+03    6.8821800000e-05
2.4737946000e+03    6.2220000000e-07
2.4731940000e+03    8.1785600000e-05
2.4713808000e+03    1.5596820000e-04
2.4712574000e+03    4.1985000000e-06
2.4689061000e+03    7.5370000000e-06
2.4685763000e+03    3.7750000000e-07
2.4676652000e+03    0.0000000000e+00
2.4666792000e+03    1.0000000000e-10
2.4661953000e+03    1.4120000000e-07
2.4653734000e+03    2.8300000000e-07
2.4651279000e+03    0.0000000000e+00
2.4641604000e+03    7.0000000000e-10
2.3168832000e+03    8.9090079700e-02
2.3167933000e+03    8.9234337900e-02
2.3167460000e+03    8.9327667300e-02
2.2666794000e+03    1.0773000000e-06
2.2177102000e+03    0.0000000000e+00
2.2173217000e+03    0.0000000000e+00
2.2166511000e+03    0.0000000000e+00
2.2155290000e+03    0.0000000000e+00
2.2144620000e+03    0.0000000000e+00
2.2144340000e+03    0.0000000000e+00
2.2143630000e+03    0.0000000000e+00
2.2139218000e+03    1.0000000000e-10
2.2135745000e+03    0.0000000000e+00
2.2133787000e+03    0.0000000000e+00
2.1056669000e+03    0.0000000000e+00
2.1030442000e+03    0.0000000000e+00
2.1024041000e+03    0.0000000000e+00
1.9739406000e+03    0.0000000000e+00
1.9736636000e+03    0.0000000000e+00
1.9730287000e+03    0.0000000000e+00
1.9728744000e+03    0.0000000000e+00
1.9723322000e+03    0.0000000000e+00
1.9713256000e+03    0.0000000000e+00
