# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 50 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4209190000e+03    4.0950322000e-03
2.4221779000e+03    1.5850982900e-02
2.4236297000e+03    1.0837427800e-02
2.4242431000e+03    9.0318085000e-03
2.4249792000e+03    1.2643189800e-02
2.4257346000e+03    4.9831433000e-03
2.4262531000e+03    1.8672406000e-03
2.4263399000e+03    7.0287870000e-04
2.4270734000e+03    8.3428910000e-04
2.4279495000e+03    1.6079960000e-03
2.4285299000e+03    1.8765649000e-03
2.4291857000e+03    1.3415937600e-02
2.4298259000e+03    4.7126817000e-03
2.4300555000e+03    5.0736454000e-03
2.4305351000e+03    3.5589400000e-04
2.4306512000e+03    1.6220297000e-03
2.4307317000e+03    3.6575197000e-03
2.4312457000e+03    6.8828737000e-03
2.4315416000e+03    2.0180249000e-03
2.4318501000e+03    4.5234050000e-04
2.4321969000e+03    1.5978131000e-03
2.4327748000e+03    1.3562249000e-03
2.4330689000e+03    5.1314595000e-03
2.4337935000e+03    1.0693980000e-04
2.4343596000e+03    5.9691960000e-04
2.4346155000e+03    2.4075757000e-03
2.4354418000e+03    2.1789660000e-04
2.4354963000e+03    2.9713780000e-04
2.4357629000e+03    2.1522924000e-03
2.4359946000e+03    2.5433540000e-04
2.4362352000e+03    1.1497168000e-03
2.4364116000e+03    2.2787432000e-03
2.4369857000e+03    4.5846270000e-04
2.4373755000e+03    3.4214001000e-03
2.4376000000e+03    9.7452520000e-04
2.4377685000e+03    6.6312196000e-03
2.4383818000e+03    2.0461800000e-04
2.4389371000e+03    3.7018852000e-03
2.4391106000e+03    5.5160960000e-04
2.4391918000e+03    3.4708809000e-03
2.4397515000e+03    2.0020534000e-03
2.4401388000e+03    3.4219738000e-03
2.4405751000e+03    8.7813670000e-04
2.4411040000e+03    2.8096620000e-04
2.4417162000e+03    4.6981840000e-04
2.4422226000e+03    3.2454470000e-04
2.4426913000e+03    1.0518399000e-03
2.4427606000e+03    7.7453600000e-04
2.4429710000e+03    3.9986210000e-04
2.4440109000e+03    6.5245220000e-04
