# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 50 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4199021000e+03    3.9649261000e-03
2.4205769000e+03    3.7454300000e-04
2.4206833000e+03    8.1290560000e-04
2.4213981000e+03    1.8684067000e-03
2.4227651000e+03    3.6017570000e-04
2.4233646000e+03    2.9304500000e-05
2.4237126000e+03    1.3824040000e-04
2.4240665000e+03    1.3422570000e-04
2.4246680000e+03    1.0904690000e-04
2.4249394000e+03    1.1707320000e-04
2.4252426000e+03    6.9059100000e-05
2.4256166000e+03    2.1942580000e-04
2.4257355000e+03    9.8134950000e-04
2.4261552000e+03    2.7232230000e-04
2.4262681000e+03    1.1015580000e-04
2.4266248000e+03    1.9528749000e-03
2.4269634000e+03    1.7855879000e-03
2.4276509000e+03    2.0300038000e-03
2.4278558000e+03    1.3563471000e-03
2.4286551000e+03    4.2879000000e-04
2.4291622000e+03    1.7478455000e-03
2.4292834000e+03    1.4993050000e-04
2.4298048000e+03    1.6431350000e-04
2.4308066000e+03    4.9336680000e-04
2.4311375000e+03    2.6075620000e-04
2.4317280000e+03    1.3002900000e-04
2.4318849000e+03    8.7775610000e-04
2.4321532000e+03    6.4865980000e-04
2.4322554000e+03    1.8182580000e-04
2.4326511000e+03    1.1736600000e-04
2.4328265000e+03    9.7066600000e-05
2.4332375000e+03    8.1454900000e-05
2.4335706000e+03    4.5562300000e-05
2.4337452000e+03    1.4920340000e-04
2.4345112000e+03    6.5326400000e-05
2.4345845000e+03    6.9340300000e-05
2.4348857000e+03    3.9955340000e-04
2.4351213000e+03    1.4732330000e-04
2.4354022000e+03    7.5120800000e-05
2.4362213000e+03    9.6227200000e-05
2.4363803000e+03    9.8592100000e-05
2.4367701000e+03    4.3456010000e-04
2.4368654000e+03    1.5426680000e-04
2.4376250000e+03    1.0419860000e-04
2.4379343000e+03    5.3892950000e-04
2.4380919000e+03    7.5945000000e-06
2.4381605000e+03    5.5688500000e-05
2.4390085000e+03    8.6253300000e-05
2.4393137000e+03    3.2429200000e-05
2.4396147000e+03    1.4373190000e-04
