# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 64 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4930763000e+03    6.4582000000e-06
2.4922167000e+03    2.8910000000e-07
2.4918852000e+03    6.1608000000e-06
2.4917153000e+03    6.8398600000e-05
2.4916218000e+03    5.1049800000e-05
2.4913784000e+03    3.3869000000e-05
2.4905624000e+03    3.6550970000e-04
2.4900512000e+03    1.8106000000e-05
2.4895429000e+03    1.8764800000e-04
2.4895257000e+03    4.7774700000e-05
2.4889739000e+03    2.0256000000e-06
2.4888902000e+03    1.5483300000e-05
2.4887741000e+03    2.7270000000e-06
2.4884697000e+03    2.7648800000e-05
2.4884078000e+03    6.1221200000e-05
2.4881084000e+03    1.6295790000e-04
2.4879807000e+03    3.2622240000e-04
2.4877766000e+03    2.1672990000e-04
2.4873721000e+03    6.3680100000e-05
2.4866791000e+03    4.2370110000e-04
2.4863600000e+03    1.5489836000e-03
2.4862246000e+03    4.6337200000e-05
2.4860056000e+03    2.8447040000e-04
2.4857341000e+03    3.2170730000e-04
2.4855467000e+03    2.0409288000e-03
2.4851844000e+03    7.8904950000e-04
2.4850760000e+03    1.0261718000e-03
2.4849411000e+03    1.5969977000e-03
2.4843864000e+03    7.0201120000e-04
2.4837299000e+03    2.9917680000e-04
2.4829455000e+03    2.2324300000e-05
2.4823232000e+03    1.9332400000e-05
2.4813110000e+03    1.0122000000e-05
2.4808731000e+03    3.4849920000e-04
2.4795018000e+03    3.1091690000e-04
2.4789540000e+03    3.0949500000e-05
2.4772465000e+03    2.2327460000e-04
2.4767388000e+03    1.5647080000e-04
2.4762509000e+03    4.8385250000e-04
2.4743989000e+03    1.8712200000e-05
2.4710393000e+03    1.1250000000e-07
2.4708576000e+03    1.3442416000e-03
2.4707429000e+03    6.0630000000e-07
2.4682252000e+03    1.9446470000e-04
2.4661473000e+03    2.0000000000e-10
2.3176453000e+03    8.9786737000e-02
2.3176421000e+03    9.0036165600e-02
2.3176331000e+03    8.9888870300e-02
2.2676044000e+03    5.8660000000e-07
2.2217331000e+03    0.0000000000e+00
2.2209660000e+03    0.0000000000e+00
2.2208176000e+03    0.0000000000e+00
2.2197406000e+03    0.0000000000e+00
2.2196251000e+03    0.0000000000e+00
2.2195319000e+03    0.0000000000e+00
2.2192021000e+03    1.0000000000e-10
2.2191192000e+03    1.0000000000e-10
2.1088977000e+03    0.0000000000e+00
2.1062339000e+03    0.0000000000e+00
2.1024412000e+03    0.0000000000e+00
1.9772248000e+03    0.0000000000e+00
1.9770711000e+03    0.0000000000e+00
1.9756478000e+03    0.0000000000e+00
1.9756413000e+03    0.0000000000e+00
