# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 59 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4858521000e+03    4.3428029000e-03
2.4857238000e+03    5.6632174000e-03
2.4854815000e+03    7.6030250000e-04
2.4848750000e+03    2.3486980000e-04
2.4844486000e+03    2.6518100000e-05
2.4842473000e+03    9.0955450000e-04
2.4828861000e+03    6.8890600000e-05
2.4823772000e+03    6.0331700000e-05
2.4819788000e+03    1.4795200000e-05
2.4819304000e+03    6.3257100000e-05
2.4816562000e+03    7.6883430000e-04
2.4815579000e+03    9.6943100000e-05
2.4811197000e+03    2.4716839000e-03
2.4809330000e+03    2.3299400000e-05
2.4802947000e+03    3.1684000000e-05
2.4799430000e+03    1.8292800000e-05
2.4798780000e+03    6.4682000000e-06
2.4796309000e+03    9.9017700000e-05
2.4794598000e+03    1.2853900000e-05
2.4792351000e+03    4.4519400000e-05
2.4787277000e+03    4.5054500000e-05
2.4783761000e+03    1.2355400000e-05
2.4779419000e+03    2.2338700000e-05
2.4772482000e+03    2.6373000000e-06
2.4765284000e+03    3.6451000000e-06
2.4761800000e+03    1.9164100000e-05
2.4756996000e+03    1.0738000000e-06
2.4747917000e+03    4.9085000000e-06
2.4745015000e+03    9.4207000000e-06
2.4742213000e+03    1.8427500000e-05
2.4736001000e+03    3.0866500000e-05
2.4716794000e+03    2.2925430000e-04
2.4710871000e+03    4.2212000000e-06
2.4710148000e+03    1.9562000000e-06
2.4706327000e+03    1.7799000000e-06
2.4698840000e+03    1.4887030000e-04
2.4681967000e+03    1.0221000000e-06
2.4676801000e+03    1.4810200000e-05
2.4652056000e+03    1.9938000000e-06
2.4632286000e+03    2.2066900000e-05
2.3167897000e+03    8.9164184900e-02
2.3167797000e+03    8.8895212500e-02
2.3166372000e+03    8.9441534100e-02
2.2666064000e+03    6.9980000000e-07
2.2139119000e+03    0.0000000000e+00
2.2138825000e+03    0.0000000000e+00
2.2138489000e+03    0.0000000000e+00
2.2137411000e+03    0.0000000000e+00
2.2135877000e+03    0.0000000000e+00
2.2134543000e+03    0.0000000000e+00
2.2134070000e+03    0.0000000000e+00
2.2133848000e+03    0.0000000000e+00
2.2132878000e+03    0.0000000000e+00
2.2132422000e+03    0.0000000000e+00
2.2124169000e+03    0.0000000000e+00
2.2119637000e+03    0.0000000000e+00
2.2092599000e+03    1.0000000000e-10
2.0984508000e+03    0.0000000000e+00
2.0983055000e+03    0.0000000000e+00
