# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 50 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4226143000e+03    3.1658200000e-04
2.4252539000e+03    2.7448050000e-03
2.4253722000e+03    5.8955000000e-05
2.4256865000e+03    6.3705762000e-03
2.4267282000e+03    1.7647960000e-03
2.4280203000e+03    3.4702472000e-03
2.4280720000e+03    4.1807200000e-05
2.4282210000e+03    1.3462010000e-04
2.4285895000e+03    2.5712900000e-05
2.4288018000e+03    1.6134240000e-04
2.4296761000e+03    3.6642740000e-04
2.4298906000e+03    1.0073260000e-03
2.4308404000e+03    1.4679380000e-04
2.4316040000e+03    2.1503254000e-03
2.4318764000e+03    1.1439677000e-03
2.4325606000e+03    1.1857031000e-03
2.4328117000e+03    7.7524000000e-06
2.4328767000e+03    1.8999710000e-04
2.4331701000e+03    7.9150100000e-04
2.4335302000e+03    6.9778330000e-04
2.4343553000e+03    7.9405400000e-05
2.4347283000e+03    4.1870000000e-06
2.4355458000e+03    9.2561400000e-05
2.4356601000e+03    2.1906140000e-04
2.4359161000e+03    1.0630740000e-04
2.4364800000e+03    1.6249500000e-05
2.4367068000e+03    1.6742450000e-04
2.4370836000e+03    3.2151700000e-04
2.4374068000e+03    3.2175830000e-04
2.4381595000e+03    2.2711690000e-04
2.4381793000e+03    1.6090479000e-03
2.4388986000e+03    2.6237300000e-05
2.4395245000e+03    3.8904660000e-04
2.4395969000e+03    9.2744700000e-05
2.4403565000e+03    2.0423940000e-04
2.4405651000e+03    9.6249670000e-04
2.4411678000e+03    2.8558567000e-03
2.4411926000e+03    6.3946680000e-04
2.4414232000e+03    1.5556740000e-04
2.4416812000e+03    1.1085477000e-03
2.4420510000e+03    5.7428000000e-05
2.4423106000e+03    5.3902900000e-05
2.4427469000e+03    8.8562920000e-04
2.4431463000e+03    1.1757500000e-04
2.4434605000e+03    1.7381800000e-05
2.4440562000e+03    3.3139900000e-05
2.4443495000e+03    3.3232600000e-05
2.4447068000e+03    5.6260300000e-05
2.4456737000e+03    1.7482000000e-06
2.4457768000e+03    5.7397000000e-06
