# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 68 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4899614000e+03    1.2441900000e-05
2.4897591000e+03    6.3271650000e-04
2.4897067000e+03    5.0196710000e-04
2.4893167000e+03    8.1862400000e-05
2.4889295000e+03    8.7002330000e-04
2.4888583000e+03    1.2926000000e-06
2.4882996000e+03    4.2192650000e-04
2.4877926000e+03    3.7926000000e-06
2.4873455000e+03    3.5885000000e-06
2.4872399000e+03    1.8202360000e-04
2.4869712000e+03    3.9690000000e-07
2.4865928000e+03    2.7063000000e-06
2.4861648000e+03    2.0548470000e-04
2.4860448000e+03    5.8100840000e-04
2.4857465000e+03    1.4385115000e-03
2.4857207000e+03    9.9052690000e-04
2.4854081000e+03    1.3844470000e-04
2.4851311000e+03    8.1897750000e-04
2.4850517000e+03    4.7439000000e-05
2.4848198000e+03    1.7950370000e-04
2.4846914000e+03    1.8837022000e-03
2.4845214000e+03    1.3682601000e-03
2.4843112000e+03    2.2131640000e-04
2.4839859000e+03    4.2790000000e-05
2.4837796000e+03    7.5752000000e-06
2.4835543000e+03    5.5215010000e-04
2.4834126000e+03    7.3613510000e-04
2.4830057000e+03    2.1659690000e-04
2.4827896000e+03    7.6552370000e-04
2.4820369000e+03    7.5943500000e-05
2.4815575000e+03    3.1894780000e-04
2.4813488000e+03    2.1588600000e-05
2.4801663000e+03    2.7393300000e-05
2.4797007000e+03    5.2362500000e-05
2.4793791000e+03    1.0535160000e-04
2.4789923000e+03    1.0712220000e-04
2.4780587000e+03    4.8025700000e-05
2.4763870000e+03    1.3281840000e-04
2.4759576000e+03    1.7079930000e-04
2.4749988000e+03    9.0660500000e-05
2.4739525000e+03    9.0799300000e-05
2.4727157000e+03    2.8963110000e-04
2.4716766000e+03    6.6785000000e-06
2.4696804000e+03    2.4696200000e-05
2.4695314000e+03    3.0000000000e-10
2.4678682000e+03    4.1387350000e-04
2.4675846000e+03    6.7064400000e-05
2.4670615000e+03    0.0000000000e+00
2.3172118000e+03    8.9473649100e-02
2.3171564000e+03    8.9384265300e-02
2.3171304000e+03    8.9500370600e-02
2.2670428000e+03    2.3653000000e-06
2.2189565000e+03    0.0000000000e+00
2.2189411000e+03    0.0000000000e+00
2.2182894000e+03    0.0000000000e+00
2.2179259000e+03    0.0000000000e+00
2.2162132000e+03    0.0000000000e+00
2.2161798000e+03    1.0000000000e-10
2.2161361000e+03    0.0000000000e+00
2.2161274000e+03    0.0000000000e+00
2.2160986000e+03    1.0000000000e-10
2.2156521000e+03    0.0000000000e+00
2.1049638000e+03    0.0000000000e+00
2.1049207000e+03    0.0000000000e+00
1.9757780000e+03    0.0000000000e+00
1.9756951000e+03    0.0000000000e+00
1.9743059000e+03    0.0000000000e+00
1.9736868000e+03    0.0000000000e+00
