# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 110 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4200453000e+03    4.4765274000e-03
2.4207897000e+03    5.9154280000e-04
2.4210531000e+03    2.2064704000e-03
2.4214283000e+03    7.6060000000e-07
2.4230455000e+03    2.5255490000e-04
2.4242085000e+03    1.5927110000e-04
2.4255108000e+03    8.0524420000e-04
2.4256619000e+03    3.0984500000e-05
2.4259352000e+03    1.0771300000e-04
2.4260688000e+03    6.0505010000e-04
2.4268972000e+03    3.9646930000e-04
2.4275738000e+03    3.1450785000e-03
2.4276285000e+03    4.3075235000e-03
2.4280544000e+03    4.6535020000e-04
2.4284893000e+03    9.8729760000e-04
2.4288068000e+03    1.1575164000e-03
2.4295705000e+03    1.3780660000e-04
2.4307545000e+03    2.7752640000e-04
2.4309419000e+03    6.3867420000e-04
2.4316061000e+03    1.0387150000e-04
2.4318305000e+03    1.2563890000e-04
2.4318639000e+03    5.1258700000e-05
2.4319637000e+03    1.1509850000e-04
2.4326813000e+03    1.1823965000e-03
2.4337805000e+03    6.0822200000e-05
2.4339627000e+03    3.7800000000e-06
2.4341182000e+03    6.2660000000e-07
2.4350179000e+03    4.6959700000e-05
2.4350390000e+03    1.0225880000e-04
2.4350524000e+03    1.4695800000e-05
2.4352527000e+03    1.2495170000e-04
2.4363145000e+03    7.6842310000e-04
2.4365713000e+03    9.2450000000e-07
2.4372264000e+03    2.2375000000e-06
2.4378069000e+03    3.3091250000e-04
2.4379631000e+03    6.3870000000e-07
2.4388738000e+03    1.2918270000e-04
2.4393632000e+03    1.7500770000e-04
2.4399613000e+03    3.0321230000e-04
2.4405986000e+03    9.8894500000e-05
2.4406954000e+03    1.5919310000e-04
2.4412767000e+03    3.6033930000e-04
2.4414425000e+03    1.0898480000e-04
2.4424553000e+03    6.2882340000e-04
2.4429155000e+03    6.9305020000e-04
2.4437622000e+03    1.2910430000e-04
2.4447589000e+03    9.3817900000e-05
2.4453040000e+03    1.3730440000e-04
2.4464408000e+03    3.4818000000e-06
2.4467465000e+03    3.1633000000e-06
2.4471884000e+03    2.0322480000e-04
2.4481457000e+03    4.1496720000e-04
2.4482914000e+03    4.6109000000e-06
2.4488836000e+03    2.4463430000e-04
2.4494138000e+03    4.2130000000e-07
2.4496056000e+03    3.8342920000e-04
2.4497833000e+03    7.1023500000e-05
2.4499618000e+03    7.5400000000e-08
2.4507088000e+03    7.4958600000e-05
2.4509148000e+03    2.1791000000e-06
2.4509678000e+03    1.9315500000e-05
2.4513834000e+03    6.8205300000e-04
2.4514341000e+03    1.3597400000e-05
2.4515760000e+03    1.8884470000e-04
2.4521030000e+03    3.8416550000e-04
2.4533627000e+03    6.9724690000e-04
2.4542191000e+03    1.9774250000e-04
2.4550061000e+03    1.9566770000e-03
2.4552189000e+03    7.3378460000e-04
2.4553819000e+03    1.0612000000e-06
2.4558397000e+03    6.1950300000e-05
2.4561429000e+03    1.3059000000e-06
2.4565544000e+03    3.6047000000e-06
2.4570469000e+03    7.7461800000e-05
2.4579003000e+03    2.6283100000e-04
2.4582720000e+03    3.1633020000e-04
2.4584986000e+03    2.6783250000e-04
2.4587906000e+03    2.5813000000e-06
2.4592467000e+03    2.7578500000e-05
2.4598869000e+03    5.2878000000e-06
2.4614660000e+03    2.1652713000e-03
2.4618222000e+03    8.4809840000e-04
2.4618299000e+03    1.3997825800e-02
2.4641947000e+03    8.3270300000e-05
2.4646774000e+03    1.4763805000e-03
2.4650527000e+03    1.3188161000e-03
2.4656972000e+03    7.5367570000e-04
2.4667771000e+03    1.2483312000e-03
2.4673955000e+03    9.2004570000e-04
2.4677471000e+03    1.2348000000e-06
2.4678477000e+03    7.6076270000e-04
2.4683633000e+03    7.2492344000e-03
2.4697146000e+03    1.9886730000e-04
2.4702464000e+03    3.7131250000e-04
2.4706078000e+03    2.1217740000e-04
2.4719790000e+03    1.2200500000e-05
2.4721544000e+03    5.8480960000e-04
2.4722908000e+03    2.9978620000e-04
2.4725132000e+03    2.7442000000e-06
2.4738120000e+03    1.5738900000e-04
2.4738872000e+03    3.1572100000e-04
2.4747403000e+03    1.2237580000e-04
2.4747909000e+03    9.4346260000e-04
2.4763885000e+03    3.5418440000e-04
2.4767662000e+03    3.0515443000e-03
2.4786543000e+03    7.8590100000e-05
2.4786817000e+03    5.3010580000e-04
2.4796528000e+03    1.2870650000e-04
2.4799955000e+03    7.9945400000e-05
2.4812401000e+03    5.7976260000e-04
