# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 46 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4919026000e+03    2.2300000000e-08
2.4915828000e+03    1.9262700000e-04
2.4913399000e+03    1.4346780000e-04
2.4912695000e+03    2.8300000000e-08
2.4907252000e+03    2.0886310000e-04
2.4903173000e+03    1.3807600000e-05
2.4899524000e+03    8.6130000000e-07
2.4898798000e+03    9.3753400000e-05
2.4895502000e+03    2.2136000000e-05
2.4893574000e+03    4.7700000000e-07
2.4893264000e+03    3.2927200000e-05
2.4881826000e+03    1.0358430000e-04
2.4866339000e+03    8.8413730000e-04
2.4864836000e+03    1.1060660000e-03
2.4861166000e+03    2.8121403000e-03
2.4859687000e+03    9.5617680000e-04
2.4853541000e+03    9.2575120000e-04
2.4848211000e+03    5.9228100000e-05
2.4847660000e+03    1.5937257000e-03
2.4837737000e+03    7.7535050000e-04
2.4834441000e+03    6.7203210000e-04
2.4815378000e+03    2.4428580000e-04
2.4798564000e+03    6.2474180000e-04
2.4786200000e+03    1.9744840000e-04
2.4765649000e+03    1.4187850000e-04
2.4743919000e+03    1.3563010000e-04
2.4739267000e+03    1.8022480000e-04
2.4709457000e+03    1.4465674000e-03
2.4703112000e+03    1.5303000000e-06
2.4683215000e+03    1.7296810000e-04
2.4655441000e+03    5.7490000000e-07
2.3177083000e+03    9.0017570100e-02
2.3177077000e+03    9.0029610300e-02
2.3176907000e+03    8.9646502600e-02
2.2676748000e+03    2.6810000000e-07
2.2204605000e+03    0.0000000000e+00
2.2192927000e+03    0.0000000000e+00
2.2192005000e+03    0.0000000000e+00
2.2186962000e+03    2.0000000000e-10
2.2185762000e+03    2.0000000000e-10
2.1077780000e+03    0.0000000000e+00
2.1018957000e+03    0.0000000000e+00
1.9765923000e+03    0.0000000000e+00
1.9762604000e+03    0.0000000000e+00
1.9757150000e+03    0.0000000000e+00
1.9757149000e+03    0.0000000000e+00
