# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 66 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4931224000e+03    4.4671400000e-05
2.4930447000e+03    5.7250000000e-07
2.4918041000e+03    3.0434428000e-03
2.4916094000e+03    1.5162040000e-04
2.4902549000e+03    9.4150000000e-06
2.4901521000e+03    1.7927800000e-05
2.4900980000e+03    8.1967000000e-06
2.4897528000e+03    4.7842270000e-04
2.4896790000e+03    1.0181708000e-03
2.4894156000e+03    1.4358000000e-06
2.4893566000e+03    1.7488900000e-05
2.4888932000e+03    1.1508960000e-04
2.4886692000e+03    5.8124200000e-05
2.4885830000e+03    3.0319400000e-05
2.4885292000e+03    9.9899000000e-06
2.4883859000e+03    2.8958600000e-05
2.4880593000e+03    3.5718280000e-04
2.4880297000e+03    1.0459720000e-04
2.4877766000e+03    4.4133510000e-04
2.4877257000e+03    4.0980050000e-04
2.4870017000e+03    2.8010319000e-03
2.4868449000e+03    1.1544655000e-03
2.4865134000e+03    1.2341116000e-03
2.4861444000e+03    1.2495260000e-03
2.4858288000e+03    1.7277761000e-03
2.4856604000e+03    1.0904511000e-02
2.4853970000e+03    6.5617951000e-03
2.4847277000e+03    4.2682008000e-03
2.4846808000e+03    8.0870494000e-03
2.4839210000e+03    4.9900961000e-03
2.4838395000e+03    1.4991080000e-04
2.4831033000e+03    3.8798870000e-04
2.4825142000e+03    1.3807610000e-04
2.4809875000e+03    1.1188508000e-03
2.4807900000e+03    2.1717440000e-04
2.4803370000e+03    9.7235700000e-04
2.4799814000e+03    1.0026397000e-03
2.4786457000e+03    4.1455260000e-04
2.4778503000e+03    2.6469200000e-04
2.4776814000e+03    1.5579847000e-03
2.4759245000e+03    1.2204060000e-03
2.4757248000e+03    5.2868460000e-04
2.4733475000e+03    1.3233680000e-04
2.4715589000e+03    3.2750490000e-04
2.4706151000e+03    7.1484562000e-03
2.4680009000e+03    9.9703740000e-04
2.3176022000e+03    2.6754998700e-01
2.3175925000e+03    4.4636966720e-01
2.3175814000e+03    4.4015358430e-01
2.2675461000e+03    4.0106000000e-06
2.2220385000e+03    0.0000000000e+00
2.2217797000e+03    0.0000000000e+00
2.2217370000e+03    0.0000000000e+00
2.2216993000e+03    0.0000000000e+00
2.2216275000e+03    0.0000000000e+00
2.2212178000e+03    0.0000000000e+00
2.2211616000e+03    0.0000000000e+00
2.2203613000e+03    0.0000000000e+00
2.2199586000e+03    0.0000000000e+00
2.2195701000e+03    0.0000000000e+00
2.2187558000e+03    3.0000000000e-10
2.2176674000e+03    1.0000000000e-10
2.1071050000e+03    0.0000000000e+00
2.1066074000e+03    0.0000000000e+00
1.9754138000e+03    0.0000000000e+00
1.9753498000e+03    0.0000000000e+00
