# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 50 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4226636000e+03    1.4827487000e-03
2.4246968000e+03    1.9081449000e-02
2.4251931000e+03    2.5752026000e-03
2.4254916000e+03    1.4448103000e-03
2.4258465000e+03    3.0739464300e-02
2.4270339000e+03    5.3053563000e-03
2.4273683000e+03    1.2907466900e-02
2.4288255000e+03    1.3034431000e-03
2.4288954000e+03    2.6093758000e-03
2.4291290000e+03    3.5461490000e-04
2.4291918000e+03    1.1227620000e-04
2.4293282000e+03    2.4691522700e-02
2.4296932000e+03    4.7040345000e-03
2.4311324000e+03    2.1602879000e-03
2.4321518000e+03    1.4391493600e-02
2.4327316000e+03    8.7059661000e-03
2.4331694000e+03    4.2933020000e-03
2.4334723000e+03    5.9636460000e-04
2.4337771000e+03    8.0565624000e-03
2.4344043000e+03    2.1949607000e-03
2.4345865000e+03    2.4486834000e-03
2.4355068000e+03    5.3231490000e-04
2.4356891000e+03    2.0114398000e-03
2.4368168000e+03    2.8369760000e-04
2.4371818000e+03    1.6331657000e-03
2.4373026000e+03    5.8419000000e-05
2.4375745000e+03    3.7937000000e-05
2.4380666000e+03    7.6663440000e-04
2.4380918000e+03    2.6906864000e-03
2.4395623000e+03    7.3933570000e-04
2.4397313000e+03    6.3125530000e-04
2.4398372000e+03    4.1141319000e-03
2.4401821000e+03    7.9638131000e-03
2.4404415000e+03    2.6013905100e-02
2.4410086000e+03    5.9687579000e-03
2.4412074000e+03    2.7936243000e-03
2.4420024000e+03    2.1902641000e-03
2.4422526000e+03    1.1876701700e-02
2.4424837000e+03    1.3235740000e-04
2.4428937000e+03    2.1844556000e-03
2.4437401000e+03    1.5205183000e-03
2.4445513000e+03    3.4087470000e-04
2.4447314000e+03    7.0197310000e-04
2.4454443000e+03    4.7076200000e-05
2.4455903000e+03    6.7754700000e-04
2.4459918000e+03    9.0002900000e-05
2.4472241000e+03    2.1648970000e-04
2.4478278000e+03    4.4351000000e-06
2.4478443000e+03    5.3106680000e-04
2.4481525000e+03    1.0721672000e-03
