# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 50 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4193265000e+03    3.6702902900e-02
2.4203676000e+03    1.4985795000e-02
2.4205740000e+03    2.7854760000e-04
2.4212700000e+03    9.5071000000e-04
2.4213119000e+03    4.4921649000e-03
2.4220088000e+03    9.9650630000e-04
2.4222795000e+03    1.1035087000e-03
2.4224058000e+03    1.9389683000e-03
2.4229232000e+03    1.5848105000e-03
2.4234176000e+03    5.7650070000e-04
2.4236985000e+03    6.7267370000e-04
2.4242126000e+03    9.0225720000e-04
2.4247914000e+03    8.0426070000e-04
2.4249600000e+03    9.8097360000e-04
2.4253086000e+03    3.1786300000e-04
2.4254022000e+03    6.0669330000e-04
2.4260450000e+03    5.8099327000e-03
2.4264955000e+03    7.6173449000e-03
2.4267761000e+03    1.2711337500e-02
2.4268853000e+03    4.5506871000e-03
2.4272619000e+03    3.0295361200e-02
2.4272970000e+03    8.0104816000e-03
2.4274970000e+03    1.6432091900e-02
2.4277844000e+03    7.0072212000e-03
2.4281535000e+03    1.3813587000e-03
2.4285786000e+03    7.2780305000e-03
2.4289059000e+03    2.3296140000e-04
2.4291137000e+03    3.2798780000e-03
2.4297135000e+03    2.7671567000e-03
2.4301343000e+03    1.8765022000e-03
2.4306770000e+03    8.7624370000e-04
2.4311452000e+03    1.0410563500e-02
2.4314304000e+03    1.8669304000e-03
2.4321959000e+03    1.8696077000e-03
2.4324014000e+03    6.1160720000e-04
2.4328157000e+03    1.0519648000e-03
2.4331999000e+03    4.5919340000e-04
2.4333397000e+03    3.2201940000e-04
2.4335222000e+03    4.6428670000e-04
2.4338109000e+03    8.8432830000e-04
2.4341515000e+03    1.6416460000e-03
2.4347019000e+03    4.7236100000e-04
2.4349489000e+03    6.0782960000e-04
2.4356782000e+03    1.0013134000e-03
2.4358350000e+03    1.6921105000e-03
2.4364391000e+03    1.0053318000e-03
2.4371749000e+03    2.8664410000e-03
2.4372891000e+03    2.4353834000e-03
2.4376168000e+03    2.1744630000e-04
2.4378555000e+03    1.7858531000e-03
