# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 50 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4253138000e+03    3.5259492000e-03
2.4262533000e+03    5.4220310000e-03
2.4262902000e+03    3.1969012000e-03
2.4262967000e+03    2.0086955000e-03
2.4268456000e+03    4.0205900000e-05
2.4278539000e+03    6.7486550000e-04
2.4280165000e+03    3.4738140000e-04
2.4284604000e+03    7.1602300000e-05
2.4289116000e+03    5.7354100000e-05
2.4289600000e+03    4.0920910000e-04
2.4293226000e+03    2.6789710000e-04
2.4299127000e+03    1.7754210000e-04
2.4305548000e+03    2.8335930000e-04
2.4322101000e+03    1.5563934000e-03
2.4323090000e+03    1.6338144000e-03
2.4326588000e+03    4.8473320000e-04
2.4330430000e+03    3.9587030000e-04
2.4333944000e+03    6.4139910000e-04
2.4334749000e+03    2.2415840000e-04
2.4341345000e+03    6.0127800000e-04
2.4348996000e+03    3.1024520000e-04
2.4353838000e+03    1.0706030000e-04
2.4361754000e+03    1.0837870000e-04
2.4362541000e+03    4.1189890000e-04
2.4384174000e+03    5.5468790000e-04
2.4387179000e+03    1.6758590000e-04
2.4393751000e+03    4.1300160000e-04
2.4394460000e+03    5.8416483000e-03
2.4404039000e+03    5.3823740000e-04
2.4408133000e+03    4.0399400000e-05
2.4409158000e+03    2.5151720000e-04
2.4410254000e+03    2.7127890000e-04
2.4410751000e+03    1.2197923000e-03
2.4413509000e+03    3.3340000000e-06
2.4415777000e+03    1.0616660000e-03
2.4420462000e+03    9.3135600000e-05
2.4421175000e+03    1.2075100000e-05
2.4428409000e+03    4.0556340000e-04
2.4433412000e+03    4.8242500000e-05
2.4474168000e+03    3.6674020000e-04
2.4476990000e+03    2.3906060000e-04
2.4480927000e+03    8.6105980000e-04
2.4491151000e+03    4.9311200000e-05
2.4494740000e+03    6.3012640000e-04
2.4496964000e+03    4.8298000000e-05
2.4497818000e+03    4.8892000000e-06
2.4507282000e+03    6.3341500000e-05
2.4511836000e+03    2.6641610000e-04
2.4515882000e+03    4.8329120000e-04
2.4518849000e+03    1.6001300000e-05
