# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 150 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4199558000e+03    5.4206441200e-02
2.4205912000e+03    1.4775933200e-02
2.4210087000e+03    1.7014403600e-02
2.4210672000e+03    3.1170356000e-03
2.4213161000e+03    8.7406814000e-03
2.4218745000e+03    4.3159330200e-02
2.4223059000e+03    6.4252253000e-03
2.4226192000e+03    3.4582890000e-04
2.4228358000e+03    2.6674937000e-03
2.4229328000e+03    8.7821750000e-04
2.4234684000e+03    1.5942399000e-03
2.4236290000e+03    2.1361168000e-03
2.4237517000e+03    2.4957574000e-03
2.4239893000e+03    2.5403890000e-03
2.4241592000e+03    3.9102275000e-03
2.4243882000e+03    5.0258001000e-03
2.4245564000e+03    2.0357707000e-03
2.4246320000e+03    1.4865317000e-03
2.4248089000e+03    1.0422650000e-03
2.4248772000e+03    2.8086419000e-03
2.4249420000e+03    1.1172506000e-03
2.4251208000e+03    9.0479490000e-04
2.4252067000e+03    4.5706680000e-04
2.4253433000e+03    1.5247730000e-03
2.4254495000e+03    3.7192942000e-03
2.4255685000e+03    6.8081343000e-03
2.4256809000e+03    2.7142171000e-03
2.4258291000e+03    2.0133270000e-03
2.4260073000e+03    1.5923513000e-03
2.4264219000e+03    7.0089170000e-03
2.4264628000e+03    4.2126211000e-03
2.4264697000e+03    2.8858320000e-04
2.4266336000e+03    1.1834976300e-02
2.4268141000e+03    6.0942648000e-03
2.4272689000e+03    6.9568868000e-03
2.4274501000e+03    2.5992357700e-02
2.4275221000e+03    1.6328610400e-02
2.4277084000e+03    2.0637354900e-02
2.4278189000e+03    4.4100704000e-03
2.4281070000e+03    1.7623923200e-02
2.4281863000e+03    5.2615700000e-03
2.4283198000e+03    6.9945992000e-03
2.4284966000e+03    9.0773998000e-03
2.4285939000e+03    6.3683189000e-03
2.4287570000e+03    7.2539532000e-03
2.4288578000e+03    3.5557459000e-03
2.4289234000e+03    3.7276109000e-03
2.4291141000e+03    8.4413270000e-04
2.4295070000e+03    4.5023640000e-03
2.4297894000e+03    2.2327695600e-02
2.4298203000e+03    7.1681618000e-03
2.4300273000e+03    1.5129894700e-02
2.4302231000e+03    1.9390265200e-02
2.4303142000e+03    5.8942560000e-03
2.4304466000e+03    6.0131977000e-03
2.4306688000e+03    4.3824252000e-03
2.4310097000e+03    3.5245392000e-03
2.4311741000e+03    1.7121875000e-03
2.4312892000e+03    6.2366945000e-03
2.4316885000e+03    1.0593430000e-03
2.4320282000e+03    3.9476526000e-03
2.4321133000e+03    1.5996539000e-03
2.4324120000e+03    1.3841328000e-03
2.4324380000e+03    3.5060360000e-04
2.4325151000e+03    8.3046770000e-04
2.4327481000e+03    3.1263510000e-04
2.4328133000e+03    1.0033411000e-03
2.4330357000e+03    2.2815146000e-03
2.4330640000e+03    7.3575350000e-04
2.4331209000e+03    6.0777510000e-04
2.4333786000e+03    1.4300644000e-03
2.4335717000e+03    2.6608487000e-03
2.4337382000e+03    6.8619720000e-04
2.4338371000e+03    2.3695400000e-04
2.4340005000e+03    3.4094600000e-04
2.4343348000e+03    4.9790500000e-04
2.4344632000e+03    5.5350720000e-04
2.4345963000e+03    3.5867230000e-04
2.4348392000e+03    6.8551370000e-04
2.4350748000e+03    3.0393570000e-04
2.4353060000e+03    4.9657160000e-04
2.4354226000e+03    1.1796808000e-03
2.4355516000e+03    5.6785930000e-04
2.4357541000e+03    1.1140917000e-03
2.4359400000e+03    5.2523868000e-03
2.4362748000e+03    6.1674130000e-04
2.4364465000e+03    8.8604150000e-04
2.4365549000e+03    1.1070454000e-03
2.4366749000e+03    2.2730810000e-03
2.4367825000e+03    2.7190248000e-03
2.4369797000e+03    2.9505163000e-03
2.4370387000e+03    3.6050073000e-03
2.4370984000e+03    8.7870560000e-04
2.4373560000e+03    7.6360540000e-04
2.4374155000e+03    2.2862610000e-03
2.4375305000e+03    1.8817065000e-03
2.4379400000e+03    8.1333860000e-04
2.4381286000e+03    2.2908783000e-03
2.4382540000e+03    1.3578350000e-04
2.4383345000e+03    9.3459690000e-04
2.4383954000e+03    1.9129443000e-03
2.4385592000e+03    1.7821562000e-03
2.4386461000e+03    1.6267881000e-03
2.4387175000e+03    6.2564520000e-04
2.4388272000e+03    4.9482670000e-04
2.4389301000e+03    1.5938276000e-03
2.4389444000e+03    9.2018308000e-03
2.4390973000e+03    1.2704242000e-03
2.4391931000e+03    2.8202000000e-04
2.4393057000e+03    3.6179159000e-03
2.4394239000e+03    1.3375889000e-03
2.4396732000e+03    1.2416491000e-03
2.4398183000e+03    7.0966260000e-04
2.4400027000e+03    2.0957980000e-04
2.4402656000e+03    1.9441597000e-03
2.4404568000e+03    2.9727318000e-03
2.4407181000e+03    6.8985380000e-04
2.4409493000e+03    2.5585924000e-03
2.4410001000e+03    8.3048400000e-04
2.4411907000e+03    3.3876370000e-04
2.4414766000e+03    8.4327670000e-04
2.4416649000e+03    2.2949865000e-03
2.4418174000e+03    3.1664189000e-03
2.4421447000e+03    2.5750600000e-05
2.4423121000e+03    9.3312320000e-03
2.4426023000e+03    4.8935068000e-03
2.4429578000e+03    2.5980385000e-03
2.4430434000e+03    8.5955700000e-05
2.4432650000e+03    1.4110503000e-03
2.4436597000e+03    1.9299681000e-03
2.4440126000e+03    1.1880525000e-03
2.4441038000e+03    3.3799426000e-03
2.4442152000e+03    1.0160114000e-03
2.4443451000e+03    5.5633540000e-03
2.4445270000e+03    6.5916910000e-04
2.4448364000e+03    5.1871304000e-03
2.4449679000e+03    6.2177520000e-04
2.4451163000e+03    4.2355855000e-03
2.4457210000e+03    6.0318828000e-03
2.4461361000e+03    1.4533451900e-02
2.4462474000e+03    1.3605386000e-03
2.4472997000e+03    1.0507396900e-02
2.4474993000e+03    1.4492428000e-03
2.4475296000e+03    2.5353083000e-03
2.4479383000e+03    2.0483662000e-03
2.4482165000e+03    2.4087827000e-03
2.4487929000e+03    5.5690671000e-03
2.4489714000e+03    3.2593571000e-03
2.4489911000e+03    5.3745008000e-03
2.4491288000e+03    4.9118070000e-04
