# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 58 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4914272000e+03    1.4045000000e-06
2.4912600000e+03    8.8469900000e-04
2.4903903000e+03    1.7000100000e-05
2.4903037000e+03    5.8840000000e-06
2.4901543000e+03    9.4506000000e-06
2.4897348000e+03    2.3195120000e-04
2.4896879000e+03    1.5574100000e-05
2.4894766000e+03    1.9220080000e-04
2.4891851000e+03    1.6738000000e-06
2.4888860000e+03    3.7847200000e-05
2.4886001000e+03    5.8757800000e-05
2.4884361000e+03    2.4652800000e-05
2.4883733000e+03    4.2770900000e-05
2.4879946000e+03    3.2899540000e-04
2.4877005000e+03    1.9057000000e-04
2.4874000000e+03    4.0473510000e-04
2.4873257000e+03    3.2663400000e-05
2.4872698000e+03    3.9643500000e-05
2.4868216000e+03    6.4753100000e-05
2.4866964000e+03    2.7588300000e-05
2.4860185000e+03    1.4465049000e-03
2.4858168000e+03    9.9205270000e-04
2.4856552000e+03    1.2891540000e-04
2.4852106000e+03    6.7079080000e-04
2.4849985000e+03    1.3780452000e-03
2.4848427000e+03    1.7086757000e-03
2.4840497000e+03    5.6696270000e-04
2.4834579000e+03    7.3632530000e-04
2.4832558000e+03    6.4195290000e-04
2.4819270000e+03    4.8284700000e-05
2.4812050000e+03    3.5472770000e-04
2.4802157000e+03    6.2802500000e-05
2.4794189000e+03    2.7854220000e-04
2.4786042000e+03    3.3836260000e-04
2.4771695000e+03    1.5156600000e-05
2.4766540000e+03    2.1159800000e-05
2.4762274000e+03    4.4039240000e-04
2.4718997000e+03    5.4167000000e-06
2.4706021000e+03    1.3054689000e-03
2.4687207000e+03    7.7780400000e-05
2.4679176000e+03    1.5220480000e-04
2.3175913000e+03    9.0048856900e-02
2.3175859000e+03    8.9759461200e-02
2.3175728000e+03    8.9785644400e-02
2.2675286000e+03    1.2160000000e-06
2.2214735000e+03    0.0000000000e+00
2.2214278000e+03    0.0000000000e+00
2.2211642000e+03    0.0000000000e+00
2.2210634000e+03    0.0000000000e+00
2.2205859000e+03    0.0000000000e+00
2.2198349000e+03    0.0000000000e+00
2.2197450000e+03    0.0000000000e+00
2.2189262000e+03    1.0000000000e-10
2.2166704000e+03    1.0000000000e-10
2.1056188000e+03    0.0000000000e+00
1.9756668000e+03    0.0000000000e+00
1.9753435000e+03    0.0000000000e+00
1.9753303000e+03    0.0000000000e+00
