# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 50 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4198222000e+03    4.1732795000e-03
2.4203311000e+03    4.0059000000e-06
2.4204491000e+03    5.0963280000e-04
2.4214240000e+03    2.2535420000e-03
2.4240484000e+03    1.2834330000e-04
2.4241714000e+03    3.0600000000e-07
2.4242852000e+03    4.0084160000e-04
2.4250756000e+03    1.6407800000e-05
2.4252500000e+03    7.0797100000e-05
2.4256961000e+03    4.5621230000e-04
2.4262261000e+03    2.3791220000e-04
2.4265203000e+03    1.4681380000e-04
2.4267191000e+03    4.8064830000e-04
2.4270187000e+03    3.1313210000e-03
2.4272027000e+03    2.7384071000e-03
2.4273626000e+03    1.1003709000e-03
2.4277094000e+03    4.5859870000e-04
2.4278290000e+03    5.4192000000e-05
2.4279628000e+03    1.0458706000e-03
2.4280245000e+03    1.5932698000e-03
2.4283810000e+03    1.9787770000e-04
2.4287098000e+03    1.7446000000e-06
2.4290129000e+03    1.3458390000e-04
2.4296917000e+03    4.6838210000e-04
2.4303335000e+03    2.2595000000e-06
2.4312630000e+03    1.8513690000e-04
2.4316675000e+03    2.9658930000e-04
2.4321741000e+03    5.2181320000e-04
2.4323317000e+03    4.8955800000e-05
2.4324083000e+03    3.7468400000e-04
2.4326593000e+03    3.8355590000e-04
2.4331428000e+03    1.0255780000e-04
2.4331882000e+03    5.9208800000e-05
2.4332593000e+03    1.1418640000e-04
2.4332808000e+03    3.0314000000e-06
2.4336236000e+03    5.0628900000e-05
2.4339416000e+03    1.3364710000e-04
2.4345743000e+03    2.1235000000e-06
2.4354023000e+03    1.6947880000e-04
2.4355472000e+03    7.9868800000e-05
2.4356622000e+03    2.3511000000e-06
2.4358883000e+03    2.8188610000e-04
2.4359890000e+03    4.3991020000e-04
2.4365005000e+03    1.9830850000e-04
2.4371204000e+03    6.4815310000e-04
2.4380877000e+03    7.3254000000e-06
2.4381662000e+03    3.6768000000e-06
2.4383772000e+03    4.5491500000e-05
2.4386275000e+03    3.0989400000e-05
2.4389262000e+03    5.3502100000e-05
