# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 32 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4880895000e+03    3.0423500000e-05
2.4871938000e+03    2.0181300000e-04
2.4865684000e+03    6.2380843000e-03
2.4851169000e+03    1.3817877000e-03
2.4848942000e+03    2.6384300000e-04
2.4843777000e+03    1.1545382000e-03
2.4836376000e+03    1.6064264000e-03
2.4834549000e+03    3.7073130000e-04
2.4828312000e+03    5.6081230000e-04
2.4823592000e+03    2.6364000000e-04
2.4819302000e+03    1.6358850000e-03
2.4812778000e+03    9.9679700000e-04
2.4805046000e+03    4.9617300000e-04
2.4793134000e+03    3.1633370000e-04
2.4774884000e+03    2.9696300000e-05
2.4772414000e+03    1.7848390000e-04
2.4744198000e+03    9.6760900000e-05
2.4735899000e+03    5.6060000000e-06
2.4721668000e+03    1.6571980000e-04
2.4702873000e+03    4.6339900000e-05
2.4647755000e+03    1.7840000000e-06
2.3168939000e+03    8.9054553100e-02
2.3168212000e+03    8.9511923100e-02
2.3167698000e+03    8.9251771000e-02
2.2667048000e+03    1.1543000000e-06
2.2162641000e+03    0.0000000000e+00
2.2162519000e+03    0.0000000000e+00
2.2159957000e+03    0.0000000000e+00
2.2159064000e+03    0.0000000000e+00
2.2148261000e+03    2.0000000000e-10
2.2141795000e+03    0.0000000000e+00
1.9711895000e+03    0.0000000000e+00
